anio,mes,entidad,concesion,siglas,tipo,causa,TIPO_TRANSPORTE,TIPO_VEHICULO,CLIMA,tipo_via,ruta,tramo,CANTIDAD VEHINVOLUCRADOS,CANTIDAD AFECTADOS,CANTIDAD ACCIDENTES,cant_accidentes,cant_afectados,cant_vehinvolucrados
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,INVASIÓN CARRIL CONTRARIO,,,SIN INFO,AUTOPISTA,SIN INFO,CHAO - VIRÚ,2,2,1,1,2,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,INVASIÓN CARRIL CONTRARIO,,,SIN INFO,MULTICARRIL,SIN INFO,CASMA - CHIMBOTE,2,6,1,1,6,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,EXCESO DE VELOCIDAD,,,SIN INFO,AUTOPISTA,SIN INFO,SANTA - CHAO,1,1,1,1,1,1
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,EXCESO DE VELOCIDAD,,,SIN INFO,AUTOPISTA,SIN INFO,CHAO - VIRÚ,1,1,1,1,1,1
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,EXCESO DE VELOCIDAD,,,SIN INFO,MULTICARRIL,SIN INFO,CHAO - VIRÚ,1,1,1,1,1,1
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,AUTOPISTA,SIN INFO,VIRÚ - CRUCE SALAVERRY,2,2,1,1,2,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,AUTOPISTA,SIN INFO,VIRÚ - CRUCE SALAVERRY,2,2,1,1,2,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,AUTOPISTA,SIN INFO,SANTA - CHAO,1,1,1,1,1,1
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,AUTOPISTA,SIN INFO,HUARMEY - CASMA,2,2,1,1,2,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,AUTOPISTA,SIN INFO,PATIVILCA - HUARMEY,2,2,1,1,2,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,AUTOPISTA,SIN INFO,PATIVILCA - HUARMEY,1,1,1,1,1,1
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,AUTOPISTA,SIN INFO,CASMA - CHIMBOTE,2,2,1,1,2,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,AUTOPISTA,SIN INFO,CASMA - CHIMBOTE,1,3,1,1,3,1
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,CONDUCTOR EXHAUSTO,,,SIN INFO,MULTICARRIL,SIN INFO,CHAO - VIRÚ,2,2,1,1,2,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,VEHÍCULO MAL ESTACIONADO,,,SIN INFO,AUTOPISTA,SIN INFO,CASMA - CHIMBOTE,2,2,1,1,2,2
2019,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,DESPISTE,OTROS,,,SIN INFO,AUTOPISTA,SIN INFO,SANTA - CHAO,1,3,1,1,3,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,FALLA MECÁNICA,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. CARGA 2. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 2: Emp. Panamericana - Nasca,2,0,1,1,0,2
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 2: Emp. Panamericana - Nasca,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,OTROS,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. CARGA 2. CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,2,2,1,1,2,2
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,2,1,1,2,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,2,1,1,2,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 4: Dv.Pampa Chiri - Chalhuanca,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. CARGA 2. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 5: Chalhuanca - Emp. R03S (Pte. Sawinto),2,0,1,1,0,2
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 5: Chalhuanca - Emp. R03S (Pte. Sawinto),1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 5: Chalhuanca - Emp. R03S (Pte. Sawinto),1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 7: Abancay - Pte. Cunyac,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 7: Abancay - Pte. Cunyac,1,4,1,1,4,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR 2. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 8: Pte. Cunyac - Cusco,2,2,1,1,2,2
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 8: Pte. Cunyac - Cusco,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 8: Pte. Cunyac - Cusco,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,EXCESO DE VELOCIDAD,1. PARTICULAR 2. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 8: Pte. Cunyac - Cusco,2,2,1,1,2,2
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,CONDUCTOR EXHAUSTO,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,2,1,1,2,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,CONDUCTOR EXHAUSTO,1. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,2,1,1,2,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,MANIOBRA EVASIVA O TEMERARIA,PRIVADO DE CARGA,,SIN INFO,MULTICARRIL,SIN INFO,Sector 3: Nazca - Dv.Pampa Chiri,1,1,1,1,1,1
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,INVASIÓN CARRIL,1. TRANSPORTE INTERPROVINCIAL 2. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 7: Abancay - Pte. Cunyac,2,3,1,1,3,2
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,INVASIÓN CARRIL,1. CARGA 2. PARTICULAR,,SIN INFO,MULTICARRIL,SIN INFO,Sector 7: Abancay - Pte. Cunyac,2,4,1,1,4,2
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,DESPISTE,INVASIÓN CARRIL,1. TRANSPORTE INTERPROVINCIAL 2. TRANSPORTE INTERPROVINCIAL,,SIN INFO,MULTICARRIL,SIN INFO,Sector 9: Cusco-Urcos,2,2,1,1,2,2
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 2 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 2 : Urcos-Inambari,IS2,DESPISTE,FALLA MECÁNICA,PRIVADO DE CARGA,,SIN INFO,DOBLE CARRIL,SIN INFO,URCOS - OCONGATE,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 2 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 2 : Urcos-Inambari,IS2,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,PRIVADO DE PASAJEROS,,SIN INFO,DOBLE CARRIL,SIN INFO,URCOS - OCONGATE,1,5,1,1,5,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 2 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 2 : Urcos-Inambari,IS2,DESPISTE,RIESGOS AMBIENTALES,PRIVADO DE PASAJEROS,,SIN INFO,DOBLE CARRIL,SIN INFO,OCONGATE - MARCAPATA,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 2 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 2 : Urcos-Inambari,IS2,DESPISTE,RIESGOS AMBIENTALES,PRIVADO DE PASAJEROS,,SIN INFO,DOBLE CARRIL,SIN INFO,OCONGATE - MARCAPATA,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 2 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 2 : Urcos-Inambari,IS2,DESPISTE,RIESGOS AMBIENTALES,PRIVADO DE CARGA,,SIN INFO,DOBLE CARRIL,SIN INFO,MARCAPATA - QUINCEMIL,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 2 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 2 : Urcos-Inambari,IS2,DESPISTE,RIESGOS AMBIENTALES,PRIVADO DE CARGA,,SIN INFO,DOBLE CARRIL,SIN INFO,MARCAPATA - QUINCEMIL,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 2 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 2 : Urcos-Inambari,IS2,DESPISTE,RIESGOS AMBIENTALES,PRIVADO DE PASAJEROS,,SIN INFO,DOBLE CARRIL,SIN INFO,MARCAPATA - QUINCEMIL,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,FALLA MECÁNICA,,,SIN INFO,DOBLE CARRIL,SIN INFO,SANTA ROSA - DV. LABERINTO,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,,,SIN INFO,DOBLE CARRIL,SIN INFO,PTE. INAMBARI - SANTA ROSA,2,1,1,1,1,2
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,,,SIN INFO,DOBLE CARRIL,SIN INFO,SANTA ROSA - DV. LABERINTO,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,,,SIN INFO,DOBLE CARRIL,SIN INFO,SANTA ROSA - DV. LABERINTO,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,,,SIN INFO,DOBLE CARRIL,SIN INFO,SANTA ROSA - DV. LABERINTO,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,,,SIN INFO,DOBLE CARRIL,SIN INFO,SANTA ROSA - DV. LABERINTO,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,,,SIN INFO,DOBLE CARRIL,SIN INFO,DV. LABERINTO - PTO. MALDONADO,1,2,1,1,2,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,,,SIN INFO,DOBLE CARRIL,SIN INFO,ALEGRÍA - IBERIA,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,RIESGOS AMBIENTALES,,,SIN INFO,DOBLE CARRIL,SIN INFO,PTE. INAMBARI - SANTA ROSA,1,1,1,1,1,1
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,RIESGOS AMBIENTALES,,,SIN INFO,DOBLE CARRIL,SIN INFO,PTE. INAMBARI - SANTA ROSA,2,2,1,1,2,2
2019,1,CONCESIONARIA INTEROCEANICA SUR - TRAMO 3 S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 3: Inambari-Iñapari,IS3,DESPISTE,CONDUCTOR EBRIO O DROGADO,,,SIN INFO,DOBLE CARRIL,SIN INFO,DV. LABERINTO - PTO. MALDONADO,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,5,5,1,1,5,5
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,2,2,1,1,2,2
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,2,2,1,1,2,2
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,2,2,1,1,2,2
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,CHILCA/LIMA,2,2,1,1,2,2
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,Ica/Ica,2,0,1,1,0,2
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,Ica/Ica,1,0,1,1,0,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,Ica/Ica,2,1,1,1,1,2
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,Ica/Ica,1,0,1,1,0,1
2019,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,DESPISTE,POR DETERMINAR,,,SIN INFO,AUTOPISTA,SIN INFO,Ica/Ica,1,0,1,1,0,1
