anio,mes,entidad,concesion,siglas,tipo,causa,TIPO_TRANSPORTE,TIPO_VEHICULO,CLIMA,tipo_via,ruta,tramo,CANTIDAD VEHINVOLUCRADOS,CANTIDAD AFECTADOS,CANTIDAD ACCIDENTES,cant_accidentes,cant_afectados,cant_vehinvolucrados
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL CONTRARIO,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,PARTICULAR  PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,2,1,1,1,1,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO; EXCESO DE VELOCIDAD,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,CARGA,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,CARGA,,SOLEADO,CARRETERA,SIN INFO,OROYA-PASCO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,CARGA,,SOLEADO,CARRETERA,SIN INFO,OROYA-PASCO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,COMITE,,SOLEADO,CARRETERA,SIN INFO,OROYA-PASCO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,CONDUCTOR CANSADO,CARGA,,SOLEADO,CARRETERA,SIN INFO,OROYA-PASCO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL; EVASIÓN,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL; EVASIÓN,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,OTRA,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,OTRA,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,1,0,1,1,0,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,FALLA MÉCANICA,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,FALLA MÉCANICA,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,FALLA MÉCANICA,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,FALLA MÉCANICA,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,RED VIAL 5 S.A.,Red Vial Nº 5: Tramo Ancón-Huacho-Pativilca,RV5,A: CON DAÑOS MATERIALES,FALLA MECÁNICA,PRIVADO DE PASAJEROS,,SOLEADO,AUTOPISTA,SIN INFO,VARIANTE,2,1,1,1,1,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL; CONDUCTOR CANSADO,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,INVASIÓN CARRIL; EXCESO DE VELOCIDAD,CARGA,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,NO INDICA,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,NO INDICA,CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,0,1,1,0,1
2020,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,A: CON DAÑOS MATERIALES,EXCESO DE VELOCIDAD,PRIVADO DE PASAJEROS,,SOLEADO,AUTOPISTA,SIN INFO,PATIVILCA - HUARMEY,1,3,1,1,3,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,A: CON DAÑOS MATERIALES,EVASIÓN,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,1,1,1,1,1,1
2020,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,B: CON HERIDOS Y SIN FALLECIDOS,CONDUCTOR EXHAUSTO,PUBLICO DE CARGA (2),,SOLEADO,AUTOPISTA,SIN INFO,HUARMEY - CASMA,2,3,1,1,3,2
2020,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,B: CON HERIDOS Y SIN FALLECIDOS,CONDUCTOR EXHAUSTO,PRIVADO DE PASAJEROS,,SOLEADO,AUTOPISTA,SIN INFO,PATIVILCA - HUARMEY,1,1,1,1,1,1
2020,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,B: CON HERIDOS Y SIN FALLECIDOS,CONDUCTOR EXHAUSTO,PRIVADO DE PASAJEROS,,SOLEADO,AUTOPISTA,SIN INFO,PATIVILCA - HUARMEY,1,4,1,1,4,1
2020,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,B: CON HERIDOS Y SIN FALLECIDOS,CONDUCTOR EXHAUSTO,PRIVADO DE PASAJEROS,,SOLEADO,AUTOPISTA,SIN INFO,CASMA - CHIMBOTE,1,1,1,1,1,1
2020,1,AUTOPISTA DEL NORTE S.A.C.,Red vial N° 4: Tramos viales Pativilca - Santa - Trujillo y Puerto Salaverry - Empalme R01N,RV4,B: CON HERIDOS Y SIN FALLECIDOS,NEUMÁTICO AVERIADO,PRIVADO DE PASAJEROS,,SOLEADO,AUTOPISTA,SIN INFO,SANTA - CHAO,1,5,1,1,5,1
2020,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,B: CON HERIDOS Y SIN FALLECIDOS,FALLA MECÁNICA,PRIVADO DE PASAJEROS  PRIVADO DE CARGA,,SOLEADO,AUTOPISTA,SIN INFO,CAÑETE/LIMA,1,2,1,1,2,1
2020,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,B: CON HERIDOS Y SIN FALLECIDOS,FALLA MECÁNICA,PRIVADO DE PASAJEROS  Privado de pasajero  privado de pasajero  PRIVADA DE PASAJEROS,,SOLEADO,AUTOPISTA,SIN INFO,CHINCHA/ICA,1,2,1,1,2,1
2020,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,B: CON HERIDOS Y SIN FALLECIDOS,IMPRUDENCIA DEL CONDUCTOR,Privado de carga  privado de pasajero  PRIVADO DE CARGA,,SOLEADO,AUTOPISTA,SIN INFO,CHILCA/LIMA,2,2,1,1,2,2
2020,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,B: CON HERIDOS Y SIN FALLECIDOS,IMPRUDENCIA DEL CONDUCTOR,Privado de carga  Privado de carga  Privado de carga  privado de pasajeros,,SOLEADO,AUTOPISTA,SIN INFO,CHILCA/LIMA,2,2,1,1,2,2
2020,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,B: CON HERIDOS Y SIN FALLECIDOS,CONDUCTOR EXHAUSTO,,,SOLEADO,AUTOPISTA,SIN INFO,CHINCHA/ICA,1,2,1,1,2,1
2020,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,B: CON HERIDOS Y SIN FALLECIDOS,CONDUCTOR EXHAUSTO,,,SOLEADO,AUTOPISTA,SIN INFO,CHINCHA/ICA,1,2,1,1,2,1
2020,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,B: CON HERIDOS Y SIN FALLECIDOS,DESPISTE,PRIVADO DE CARGA  PRIVADO DE PASAJEROS  Privada de carga,,SOLEADO,AUTOPISTA,SIN INFO,CHILCA/LIMA,1,1,1,1,1,1
2020,1,CONCESIONARIA VIAL DEL PERÚ S.A.,Red Vial 6: Tramo Vial Puente Pucusana - Cerro Azul - Ica,RV6,B: CON HERIDOS Y SIN FALLECIDOS,DESPISTE,PRIVADO DE PASAJEROS  PRIVADO DE PASAJEROS,,SOLEADO,AUTOPISTA,SIN INFO,CAÑETE/LIMA,1,1,1,1,1,1
2020,1,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,B: CON HERIDOS Y SIN FALLECIDOS,EN INVESTIGACIÓN,PRIVADO DE PASAJEROS PÚBLICO DE CARGA PRIVADO DE CARGA,,SOLEADO,CARRETERA,SIN INFO,PATAHUASI-IMATA,3,0,1,1,0,3
2020,1,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,B: CON HERIDOS Y SIN FALLECIDOS,EN INVESTIGACIÓN,PRIVADO DE PASAJEROS  PRIVADO DE PASAJEROS,,SOLEADO,CARRETERA,SIN INFO,MATARANI-EMP. PANAMERICANA,2,1,1,1,1,2
2020,1,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,B: CON HERIDOS Y SIN FALLECIDOS,EN INVESTIGACIÓN,PRIVADO DE CARGA,,SOLEADO,CARRETERA,SIN INFO,HUMAJALSO-PTE.GALLATINI,1,0,1,1,0,1
2020,1,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,B: CON HERIDOS Y SIN FALLECIDOS,EN INVESTIGACIÓN,PRIVADO DE PASAJEROS  PÚBLICO DE CARGA,,SOLEADO,CARRETERA,SIN INFO,DV.AREQUIPA-UCHUMAYO-YURA,2,1,1,1,1,2
2020,1,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,B: CON HERIDOS Y SIN FALLECIDOS,EN INVESTIGACIÓN,PRIVADO DE PASAJEROS,,SOLEADO,CARRETERA,SIN INFO,DV.AREQUIPA-UCHUMAYO-YURA,2,3,1,1,3,2
2020,1,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,B: CON HERIDOS Y SIN FALLECIDOS,EN INVESTIGACIÓN,PÚBLICO DE CARGA  PRIVADO DE PASAJEROS,,SOLEADO,CARRETERA,SIN INFO,DV.AREQUIPA-UCHUMAYO-YURA,1,7,1,1,7,1
2020,1,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,B: CON HERIDOS Y SIN FALLECIDOS,EN INVESTIGACIÓN,PRIVADO DE PASAJEROS,,SOLEADO,CARRETERA,SIN INFO,SANTA LUCIA -JULIACA,1,0,1,1,0,1
2020,1,CONCESIONARIA VIAL DEL SUR S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 5: Ilo  Matarani - Azangaro,IS5,B: CON HERIDOS Y SIN FALLECIDOS,NEGLIGENCIA DEL CONDUCTOR,PRIVADO DE PASAJEROS,,SOLEADO,CARRETERA,SIN INFO,ILO-REPARTICIÓN (EMP.PANAM.SUR),1,3,1,1,3,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,EXCESO DE VELOCIDAD,PARTICULAR  CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,2,1,1,1,1,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,EXCESO DE VELOCIDAD,CARGA  CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,2,3,1,1,3,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,EXCESO DE VELOCIDAD,PARTICULAR  PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,2,3,1,1,3,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,EXCESO DE VELOCIDAD,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OROYA-PASCO,1,2,1,1,2,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,INVASIÓN CARRIL,CARGA  CARGA,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,2,2,1,1,2,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,INVASIÓN CARRIL,PARTICULAR  PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,2,4,1,1,4,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,CONDUCTOR CANSADO; EXCESO DE VELOCIDAD,CARGA,,SOLEADO,CARRETERA,SIN INFO,OROYA-PASCO,1,1,1,1,1,1
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,INVASIÓN CARRIL CONTRARIO; EXCESO DE VELOCIDAD,PARTICULAR  INTERPROVINCIAL,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,2,4,1,1,4,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,INVASIÓN CARRIL; EXCESO DE VELOCIDAD,PARTICULAR  PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OROYA-HUANCAYO,2,3,1,1,3,2
2020,1,DESARROLLO VIAL DE LOS ANDES S.A.C.,IIRSA Centro Tramo 2: Puente Ricardo Palma - La Oroya - Huancayo - Dv Cerro de Pasco,IC2,B: CON HERIDOS Y SIN FALLECIDOS,OTRA,1. PUBLICO DE PASAJEROS. 2. PRIVADO DE PASAJEROS,,SOLEADO,CARRETERA,SIN INFO,LIMA-OROYA,0,1,1,1,1,0
2020,1,RED VIAL 5 S.A.,Red Vial Nº 5: Tramo Ancón-Huacho-Pativilca,RV5,B: CON HERIDOS Y SIN FALLECIDOS,EXCESO DE VELOCIDAD,1. Privado de Pasajeros  1.Privado de carga,,SOLEADO,AUTOPISTA,SIN INFO,CHANCAY - HUACHO,2,3,1,1,3,2
2020,1,INTERSUR CONCESIONES S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 4: Azángaro-Inambari,IS4,N.P.,N.P.,CARGA,,SOLEADO,CARRETERA,SIN INFO,DV. AJOYANI,1,1,1,1,1,1
2020,1,INTERSUR CONCESIONES S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 4: Azángaro-Inambari,IS4,N.P.,N.P.,PARTICULAR,,SOLEADO,CARRETERA,SIN INFO,OLLACHEA,1,2,1,1,2,1
2020,1,INTERSUR CONCESIONES S.A.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 4: Azángaro-Inambari,IS4,N.P.,N.P.,Particular / Carga,,SOLEADO,CARRETERA,SIN INFO,San Anton,2,2,1,1,2,2
2020,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,A: CON DAÑOS MATERIALES,INVASIÓN DE CARRIL CONTRARIO,1. CARGA,,NUBLADO,CARRETERA,SIN INFO,DV.NAZCA - DV.PAMPA CHIRI,1,1,1,1,1,1
2020,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,A: CON DAÑOS MATERIALES,FALLA MECÁNICA,1. Particular   2. Carga,,NUBLADO,CARRETERA,SIN INFO,PTE. CUNYAC - CUSCO,2,0,1,1,0,2
2020,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,A: CON DAÑOS MATERIALES,EXCESO DE VELOCIDAD,1. PARTICULAR,,NUBLADO,CARRETERA,SIN INFO,DV.PAMPA CHIRI - CHALHUANCA,1,0,1,1,0,1
2020,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,A: CON DAÑOS MATERIALES,EXCESO DE VELOCIDAD,1. Otros,,NUBLADO,CARRETERA,SIN INFO,DV.PAMPA CHIRI - CHALHUANCA,1,1,1,1,1,1
2020,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,A: CON DAÑOS MATERIALES,EXCESO DE VELOCIDAD,1. PARTICULAR,,NUBLADO,CARRETERA,SIN INFO,DV.PAMPA CHIRI - CHALHUANCA,1,1,1,1,1,1
2020,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,A: CON DAÑOS MATERIALES,EXCESO DE VELOCIDAD,1. PARTICULAR,,NUBLADO,CARRETERA,SIN INFO,PTE. CUNYAC - CUSCO,1,1,1,1,1,1
2020,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,A: CON DAÑOS MATERIALES,EXCESO DE VELOCIDAD,1. PARTICULAR,,NUBLADO,CARRETERA,SIN INFO,PTE. CUNYAC - CUSCO,1,1,1,1,1,1
