NRO_DETECCION,FECHA_PAPELETA,REGION,CARRETERA,LATITUD,LONGITUD,LIMITE_VELOCIDAD,VELOCIDAD_DETECTADA,FECHA_CORTE,lat,lon
85507,20201207,LA LIBERTAD,Panamericana Norte,-8.717313889,-78.63662778,80,146,20211003,-8.717313889,-78.63662778
85508,20201207,LA LIBERTAD,Panamericana Norte,-8.717313889,-78.63662778,80,104,20211003,-8.717313889,-78.63662778
85509,20201207,LA LIBERTAD,Panamericana Norte,-8.717313889,-78.63662778,80,87,20211003,-8.717313889,-78.63662778
85510,20201207,LA LIBERTAD,Panamericana Norte,-8.717311111,-78.63663333,80,135,20211003,-8.717311111,-78.63663333
85511,20201207,LA LIBERTAD,Panamericana Norte,-8.717311111,-78.63663333,80,87,20211003,-8.717311111,-78.63663333
85512,20201207,LA LIBERTAD,Panamericana Norte,-8.717311111,-78.63663333,80,99,20211003,-8.717311111,-78.63663333
85513,20201207,LA LIBERTAD,Panamericana Norte,-8.717311111,-78.63663056,80,120,20211003,-8.717311111,-78.63663056
85514,20201207,LA LIBERTAD,Panamericana Norte,-8.717313889,-78.63663889,80,101,20211003,-8.717313889,-78.63663889
85515,20201207,LA LIBERTAD,Panamericana Norte,-8.717333333,-78.63664444,80,125,20211003,-8.717333333,-78.63664444
85516,20201207,LA LIBERTAD,Panamericana Norte,-8.717333333,-78.63664444,80,142,20211003,-8.717333333,-78.63664444
85517,20201207,LA LIBERTAD,Panamericana Norte,-8.717333333,-78.63664444,80,104,20211003,-8.717333333,-78.63664444
85518,20201207,LA LIBERTAD,Panamericana Norte,-8.717330556,-78.63664444,80,119,20211003,-8.717330556,-78.63664444
85519,20201207,LA LIBERTAD,Panamericana Norte,-8.717325,-78.63663889,80,126,20211003,-8.717325,-78.63663889
85520,20201207,LA LIBERTAD,Panamericana Norte,-8.717325,-78.63663889,80,117,20211003,-8.717325,-78.63663889
85521,20201207,LA LIBERTAD,Panamericana Norte,-8.717325,-78.63663889,80,128,20211003,-8.717325,-78.63663889
85522,20201207,LA LIBERTAD,Panamericana Norte,-8.717325,-78.63663611,80,87,20211003,-8.717325,-78.63663611
85523,20201207,LA LIBERTAD,Panamericana Norte,-8.717325,-78.63663611,80,123,20211003,-8.717325,-78.63663611
85524,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663611,80,127,20211003,-8.717322222,-78.63663611
85525,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663611,80,116,20211003,-8.717319444,-78.63663611
85526,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663611,80,95,20211003,-8.717319444,-78.63663611
85527,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663611,80,88,20211003,-8.717319444,-78.63663611
85528,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663611,80,86,20211003,-8.717319444,-78.63663611
85529,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663611,80,99,20211003,-8.717319444,-78.63663611
85530,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,126,20211003,-11.24937833,-77.529375
85531,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663611,80,135,20211003,-8.717316667,-78.63663611
85532,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663611,80,118,20211003,-8.717316667,-78.63663611
85533,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,90,20211003,-8.717316667,-78.63663333
85534,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663056,80,98,20211003,-8.717316667,-78.63663056
85535,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,125,20211003,-11.24937833,-77.529375
85536,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,109,20211003,-8.717316667,-78.63663333
85537,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663056,80,90,20211003,-8.717319444,-78.63663056
85538,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,105,20211003,-11.24937833,-77.529375
85539,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663056,80,129,20211003,-8.717319444,-78.63663056
85540,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,135,20211003,-8.717319444,-78.63663333
85541,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,107,20211003,-8.717319444,-78.63663333
85542,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,148,20211003,-8.717319444,-78.63663333
85543,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663056,80,89,20211003,-8.717319444,-78.63663056
85544,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,106,20211003,-8.717319444,-78.63663333
85545,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,74,20211003,-11.24952167,-77.52962333
85546,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,95,20211003,-8.717319444,-78.63663333
85547,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,107,20211003,-8.717319444,-78.63663333
85548,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,91,20211003,-8.717316667,-78.63663333
85549,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,82,20211003,-11.24952167,-77.52962333
85550,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,129,20211003,-8.717316667,-78.63663333
85551,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663056,80,92,20211003,-8.717316667,-78.63663056
85552,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,120,20211003,-8.717316667,-78.63663333
85553,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,145,20211003,-8.717319444,-78.63663333
85554,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,133,20211003,-8.717319444,-78.63663333
85555,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,107,20211003,-8.717319444,-78.63663333
85556,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,111,20211003,-8.717319444,-78.63663333
85557,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,72,20211003,-11.24952167,-77.52962333
85558,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663333,80,138,20211003,-8.717319444,-78.63663333
85559,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,123,20211003,-8.717316667,-78.63663333
85560,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,106,20211003,-11.24952167,-77.52962333
85561,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,122,20211003,-8.717316667,-78.63663333
85562,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,90,20211003,-8.717316667,-78.63663333
85563,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,121,20211003,-8.717316667,-78.63663333
85564,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663333,80,104,20211003,-8.717316667,-78.63663333
85565,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663611,80,122,20211003,-8.717322222,-78.63663611
85566,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663611,80,125,20211003,-8.717322222,-78.63663611
85567,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,146,20211003,-11.24937833,-77.529375
85568,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663889,80,126,20211003,-8.717319444,-78.63663889
85569,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,112,20211003,-11.24937833,-77.529375
85570,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663889,80,110,20211003,-8.717316667,-78.63663889
85571,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663611,80,112,20211003,-8.717316667,-78.63663611
85572,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,118,20211003,-11.24937833,-77.529375
85573,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663611,80,112,20211003,-8.717316667,-78.63663611
85574,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,109,20211003,-11.24937833,-77.529375
85575,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,167,20211003,-11.24937833,-77.529375
85576,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,110,20211003,-11.24937833,-77.529375
85577,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663889,80,97,20211003,-8.717316667,-78.63663889
85578,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63663889,80,142,20211003,-8.717316667,-78.63663889
85579,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,163,20211003,-11.24937833,-77.529375
85580,20201207,LA LIBERTAD,Panamericana Norte,-8.717311111,-78.63663333,80,105,20211003,-8.717311111,-78.63663333
85581,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,98,20211003,-11.24937833,-77.529375
85582,20201207,LA LIBERTAD,Panamericana Norte,-8.717311111,-78.63663333,80,92,20211003,-8.717311111,-78.63663333
85583,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63661667,80,108,20211003,-8.717316667,-78.63661667
85584,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,118,20211003,-11.24937833,-77.529375
85585,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63661667,80,114,20211003,-8.717316667,-78.63661667
85586,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63661111,80,92,20211003,-8.717316667,-78.63661111
85587,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63660556,80,99,20211003,-8.717319444,-78.63660556
85588,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,101,20211003,-11.24937833,-77.529375
85589,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63661111,80,137,20211003,-8.717322222,-78.63661111
85590,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,132,20211003,-11.24937833,-77.529375
85591,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63661111,80,93,20211003,-8.717322222,-78.63661111
85592,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,119,20211003,-11.24937833,-77.529375
85593,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,107,20211003,-11.24937833,-77.529375
85594,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,115,20211003,-11.24937833,-77.529375
85595,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,97,20211003,-11.24937833,-77.529375
85596,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,156,20211003,-11.24937833,-77.529375
85597,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,95,20211003,-11.24952167,-77.52962333
85598,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,92,20211003,-11.24952167,-77.52962333
85599,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,75,20211003,-11.24952167,-77.52962333
85600,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,124,20211003,-11.24952167,-77.52962333
85601,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,101,20211003,-11.24952167,-77.52962333
85602,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,87,20211003,-11.24952167,-77.52962333
85603,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,77,20211003,-11.24952167,-77.52962333
85604,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,91,20211003,-11.24952167,-77.52962333
85605,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,66,20211003,-11.24952167,-77.52962333
85606,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,125,20211003,-11.24952167,-77.52962333
85607,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,74,20211003,-11.24952167,-77.52962333
85608,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,108,20211003,-11.24952167,-77.52962333
85609,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,85,20211003,-11.24952167,-77.52962333
85610,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,96,20211003,-11.24952167,-77.52962333
85611,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,78,20211003,-11.24952167,-77.52962333
85612,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,135,20211003,-11.24937833,-77.529375
85613,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,81,20211003,-11.24952167,-77.52962333
85614,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,108,20211003,-11.24937833,-77.529375
85615,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,114,20211003,-11.24952167,-77.52962333
85616,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,123,20211003,-11.24937833,-77.529375
85617,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,123,20211003,-11.24937833,-77.529375
85618,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,116,20211003,-11.24937833,-77.529375
85619,20201207,LA LIBERTAD,Panamericana Norte,-8.717327778,-78.63662222,80,100,20211003,-8.717327778,-78.63662222
85620,20201207,LA LIBERTAD,Panamericana Norte,-8.717327778,-78.63662222,80,128,20211003,-8.717327778,-78.63662222
85621,20201207,LA LIBERTAD,Panamericana Norte,-8.717327778,-78.636625,80,104,20211003,-8.717327778,-78.636625
85622,20201207,LA LIBERTAD,Panamericana Norte,-8.717327778,-78.636625,80,101,20211003,-8.717327778,-78.636625
85623,20201207,LA LIBERTAD,Panamericana Norte,-8.717327778,-78.636625,80,93,20211003,-8.717327778,-78.636625
85624,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.636625,80,113,20211003,-8.717319444,-78.636625
85625,20201207,LA LIBERTAD,Panamericana Norte,-8.717313889,-78.636625,80,101,20211003,-8.717313889,-78.636625
85626,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63661944,80,95,20211003,-8.717319444,-78.63661944
85627,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663056,80,112,20211003,-8.717322222,-78.63663056
85628,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663611,80,120,20211003,-8.717319444,-78.63663611
85629,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63663611,80,126,20211003,-8.717319444,-78.63663611
85630,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663611,80,119,20211003,-8.717322222,-78.63663611
85631,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663611,80,105,20211003,-8.717322222,-78.63663611
85632,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,76,20211003,-11.24952167,-77.52962333
85633,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,99,20211003,-11.24937833,-77.529375
85634,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663611,80,127,20211003,-8.717322222,-78.63663611
85635,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663889,80,133,20211003,-8.717322222,-78.63663889
85636,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,99,20211003,-11.24937833,-77.529375
85637,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663889,80,121,20211003,-8.717322222,-78.63663889
85638,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663889,80,102,20211003,-8.717322222,-78.63663889
85639,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,127,20211003,-11.24952167,-77.52962333
85640,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63663889,80,120,20211003,-8.717322222,-78.63663889
85641,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664167,80,113,20211003,-8.717322222,-78.63664167
85642,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664444,80,94,20211003,-8.717322222,-78.63664444
85643,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664722,80,105,20211003,-8.717322222,-78.63664722
85644,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,129,20211003,-8.717319444,-78.63664722
85645,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,115,20211003,-8.717319444,-78.63664722
85646,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,132,20211003,-8.717319444,-78.63664722
85647,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,110,20211003,-8.717319444,-78.63664722
85648,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,149,20211003,-8.717319444,-78.63664722
85649,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,102,20211003,-11.24937833,-77.529375
85650,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,133,20211003,-8.717319444,-78.63664722
85651,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,108,20211003,-11.24937833,-77.529375
85652,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,92,20211003,-8.717319444,-78.63664722
85653,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,140,20211003,-8.717319444,-78.63664722
85654,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,115,20211003,-11.24937833,-77.529375
85655,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,99,20211003,-11.24937833,-77.529375
85656,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,96,20211003,-8.717319444,-78.63664722
85657,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,108,20211003,-8.717319444,-78.63664722
85658,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664722,80,132,20211003,-8.717319444,-78.63664722
85659,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,97,20211003,-11.24937833,-77.529375
85660,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664722,80,142,20211003,-8.717322222,-78.63664722
85661,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,126,20211003,-11.24937833,-77.529375
85662,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664444,80,89,20211003,-8.717322222,-78.63664444
85663,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,157,20211003,-11.24937833,-77.529375
85664,20201207,LA LIBERTAD,Panamericana Norte,-8.717325,-78.63664444,80,102,20211003,-8.717325,-78.63664444
85665,20201207,LA LIBERTAD,Panamericana Norte,-8.717325,-78.63664444,80,123,20211003,-8.717325,-78.63664444
85666,20201207,LA LIBERTAD,Panamericana Norte,-8.717325,-78.63664444,80,136,20211003,-8.717325,-78.63664444
85667,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,116,20211003,-11.24937833,-77.529375
85668,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,99,20211003,-11.24937833,-77.529375
85669,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,112,20211003,-11.24937833,-77.529375
85670,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664444,80,128,20211003,-8.717322222,-78.63664444
85671,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664444,80,118,20211003,-8.717322222,-78.63664444
85672,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,114,20211003,-11.24937833,-77.529375
85673,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664444,80,123,20211003,-8.717322222,-78.63664444
85674,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,102,20211003,-11.24937833,-77.529375
85675,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,116,20211003,-11.24937833,-77.529375
85676,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664444,80,98,20211003,-8.717322222,-78.63664444
85677,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,103,20211003,-11.24937833,-77.529375
85678,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664444,80,103,20211003,-8.717322222,-78.63664444
85679,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664167,80,103,20211003,-8.717322222,-78.63664167
85680,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,144,20211003,-11.24937833,-77.529375
85681,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664167,80,113,20211003,-8.717322222,-78.63664167
85682,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,151,20211003,-11.24937833,-77.529375
85683,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,164,20211003,-11.24937833,-77.529375
85684,20201207,LA LIBERTAD,Panamericana Norte,-8.717322222,-78.63664167,80,89,20211003,-8.717322222,-78.63664167
85685,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,121,20211003,-11.24937833,-77.529375
85686,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664167,80,136,20211003,-8.717319444,-78.63664167
85687,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63665278,80,118,20211003,-8.717316667,-78.63665278
85688,20201207,LA LIBERTAD,Panamericana Norte,-8.717313889,-78.63665278,80,98,20211003,-8.717313889,-78.63665278
85689,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63665278,80,125,20211003,-8.717316667,-78.63665278
85690,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,99,20211003,-11.24937833,-77.529375
85691,20201207,LA LIBERTAD,Panamericana Norte,-8.717316667,-78.63665,80,101,20211003,-8.717316667,-78.63665
85692,20201207,LA LIBERTAD,Panamericana Norte,-8.717313889,-78.63665,80,111,20211003,-8.717313889,-78.63665
85693,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,103,20211003,-11.24937833,-77.529375
85694,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664167,80,117,20211003,-8.717319444,-78.63664167
85695,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,99,20211003,-11.24937833,-77.529375
85696,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664167,80,101,20211003,-8.717319444,-78.63664167
85697,20201207,LA LIBERTAD,Panamericana Norte,-8.717319444,-78.63664444,80,144,20211003,-8.717319444,-78.63664444
85698,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,120,20211003,-11.24937833,-77.529375
85699,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,135,20211003,-11.24937833,-77.529375
85700,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,100,20211003,-11.24937833,-77.529375
85701,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,102,20211003,-11.24937833,-77.529375
85702,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,101,20211003,-11.24937833,-77.529375
85703,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,128,20211003,-11.24937833,-77.529375
85704,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,108,20211003,-11.24937833,-77.529375
85705,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,119,20211003,-11.24937833,-77.529375
85706,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,86,20211003,-11.90944667,-76.53935833
85707,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,105,20211003,-11.24937833,-77.529375
85708,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,54,20211003,-11.90944667,-76.53935833
85709,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,141,20211003,-11.24937833,-77.529375
85710,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,41,20211003,-11.90944667,-76.53935833
85711,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,116,20211003,-11.24937833,-77.529375
85712,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,58,20211003,-11.90944667,-76.53935833
85713,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,66,20211003,-11.24952167,-77.52962333
85714,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,99,20211003,-11.24937833,-77.529375
85715,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,48,20211003,-11.90944667,-76.53935833
85716,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,137,20211003,-11.24937833,-77.529375
85717,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,53,20211003,-11.90944667,-76.53935833
85718,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,87,20211003,-11.24952167,-77.52962333
85719,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,62,20211003,-11.90944667,-76.53935833
85720,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,59,20211003,-11.90944667,-76.53935833
85721,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,53,20211003,-11.90944667,-76.53935833
85722,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,66,20211003,-11.90944667,-76.53935833
85723,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,50,20211003,-11.90944667,-76.53935833
85724,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,98,20211003,-11.24952167,-77.52962333
85725,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,99,20211003,-11.24952167,-77.52962333
85726,20201207,LIMA,Panamericana Norte,-11.24937833,-77.529375,90,107,20211003,-11.24937833,-77.529375
85727,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,97,20211003,-11.24952167,-77.52962333
85728,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,51,20211003,-11.90944667,-76.53935833
85729,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,132,20211003,-11.24952167,-77.52962333
85730,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,67,20211003,-11.90944667,-76.53935833
85731,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,48,20211003,-11.90944667,-76.53935833
85732,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,67,20211003,-11.24952167,-77.52962333
85733,20201207,LIMA,Panamericana Norte,-11.24952167,-77.52962333,60,86,20211003,-11.24952167,-77.52962333
85734,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,43,20211003,-11.90944667,-76.53935833
85735,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,60,20211003,-11.90944667,-76.53935833
85736,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,51,20211003,-11.90944667,-76.53935833
85737,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,52,20211003,-11.90944667,-76.53935833
85738,20201207,LIMA,Panamericana Sur,-13.03788833,-76.47222167,100,112,20211003,-13.03788833,-76.47222167
85739,20201207,LIMA,Carretera Central,-11.90944667,-76.53935833,35,48,20211003,-11.90944667,-76.53935833
85740,20201207,LIMA,Panamericana Sur,-13.03802167,-76.47220833,100,109,20211003,-13.03802167,-76.47220833
85741,20201207,LIMA,Panamericana Sur,-13.03802167,-76.47220833,100,143,20211003,-13.03802167,-76.47220833
85742,20201207,LIMA,Panamericana Sur,-13.03802167,-76.47220833,100,111,20211003,-13.03802167,-76.47220833
