NRO_DETECCION,FECHA_PAPELETA,REGION,CARRETERA,LATITUD,LONGITUD,LIMITE_VELOCIDAD,VELOCIDAD_DETECTADA,FECHA_CORTE,lat,lon
26802,20200131,LIMA,Panamericana Norte,-11.55491667,-77.27162222,55,73,20211003,-11.55491667,-77.27162222
26803,20200131,LIMA,Panamericana Norte,-11.55491667,-77.27162222,55,91,20211003,-11.55491667,-77.27162222
26804,20200131,LIMA,Panamericana Norte,-11.55491944,-77.27165278,55,72,20211003,-11.55491944,-77.27165278
26805,20200131,LIMA,Panamericana Norte,-11.55493611,-77.27155,55,79,20211003,-11.55493611,-77.27155
26806,20200131,LIMA,Panamericana Norte,-11.55495,-77.27158056,55,87,20211003,-11.55495,-77.27158056
26807,20200131,LIMA,Panamericana Norte,-11.55495833,-77.27157778,55,61,20211003,-11.55495833,-77.27157778
26808,20200131,LIMA,Panamericana Norte,-11.55495833,-77.27157778,55,73,20211003,-11.55495833,-77.27157778
26809,20200131,LIMA,Panamericana Norte,-11.55495833,-77.27157778,55,69,20211003,-11.55495833,-77.27157778
26810,20200131,LIMA,Panamericana Norte,-11.55495833,-77.27157778,55,71,20211003,-11.55495833,-77.27157778
26811,20200131,LIMA,Panamericana Norte,-11.55495833,-77.27157778,55,64,20211003,-11.55495833,-77.27157778
26812,20200131,LIMA,Panamericana Norte,-11.55493611,-77.27159167,55,77,20211003,-11.55493611,-77.27159167
26813,20200131,LIMA,Panamericana Norte,-11.55533611,-77.27189444,55,79,20211003,-11.55533611,-77.27189444
26814,20200131,LIMA,Panamericana Norte,-11.55528889,-77.27185278,55,86,20211003,-11.55528889,-77.27185278
26815,20200131,LIMA,Panamericana Norte,-11.55528889,-77.27185278,55,90,20211003,-11.55528889,-77.27185278
26816,20200131,LIMA,Panamericana Norte,-11.55486111,-77.27151111,55,83,20211003,-11.55486111,-77.27151111
26817,20200131,LIMA,Panamericana Norte,-11.55490833,-77.27156944,55,83,20211003,-11.55490833,-77.27156944
26818,20200131,LIMA,Panamericana Norte,-11.55504167,-77.27156389,55,83,20211003,-11.55504167,-77.27156389
26819,20200131,LIMA,Panamericana Norte,-11.55504167,-77.27156389,55,66,20211003,-11.55504167,-77.27156389
26820,20200131,LIMA,Panamericana Norte,-11.55494722,-77.27158889,55,78,20211003,-11.55494722,-77.27158889
26821,20200131,LIMA,Panamericana Norte,-11.55494722,-77.27158889,55,72,20211003,-11.55494722,-77.27158889
26822,20200131,LIMA,Panamericana Norte,-11.55494722,-77.27158889,55,83,20211003,-11.55494722,-77.27158889
26823,20200131,LIMA,Panamericana Norte,-11.55502778,-77.27151667,55,61,20211003,-11.55502778,-77.27151667
26824,20200131,LIMA,Panamericana Norte,-11.55489722,-77.27154444,55,61,20211003,-11.55489722,-77.27154444
26825,20200131,LIMA,Panamericana Norte,-11.55495833,-77.27158611,55,85,20211003,-11.55495833,-77.27158611
26826,20200131,LIMA,Panamericana Norte,-11.55495833,-77.27158611,55,70,20211003,-11.55495833,-77.27158611
26827,20200131,LIMA,Panamericana Norte,-11.55506111,-77.27146667,55,78,20211003,-11.55506111,-77.27146667
26828,20200131,LIMA,Panamericana Norte,-11.55498611,-77.27157778,55,73,20211003,-11.55498611,-77.27157778
26829,20200131,LIMA,Panamericana Norte,-11.55496389,-77.27156389,55,70,20211003,-11.55496389,-77.27156389
26830,20200131,LIMA,Panamericana Norte,-11.55496389,-77.27156389,55,76,20211003,-11.55496389,-77.27156389
26831,20200131,LIMA,Panamericana Norte,-11.554925,-77.27150833,55,72,20211003,-11.554925,-77.27150833
26832,20200131,LIMA,Panamericana Norte,-11.554925,-77.27150833,55,74,20211003,-11.554925,-77.27150833
26833,20200131,LIMA,Panamericana Norte,-11.554925,-77.27150833,55,68,20211003,-11.554925,-77.27150833
26834,20200131,LIMA,Panamericana Norte,-11.55495,-77.27158056,55,66,20211003,-11.55495,-77.27158056
26835,20200131,LIMA,Panamericana Norte,-11.55491944,-77.27159167,55,78,20211003,-11.55491944,-77.27159167
26836,20200131,LIMA,Panamericana Norte,-11.55491944,-77.27159167,55,65,20211003,-11.55491944,-77.27159167
26837,20200131,LIMA,Panamericana Norte,-11.55496111,-77.27149444,55,102,20211003,-11.55496111,-77.27149444
26838,20200131,LIMA,Panamericana Norte,-11.554925,-77.27151667,55,66,20211003,-11.554925,-77.27151667
26839,20200131,LIMA,Panamericana Norte,-11.555075,-77.27163056,55,92,20211003,-11.555075,-77.27163056
26840,20200131,LIMA,Panamericana Norte,-11.55471389,-77.27151111,55,86,20211003,-11.55471389,-77.27151111
26841,20200131,LIMA,Panamericana Norte,-11.55490556,-77.27149167,55,81,20211003,-11.55490556,-77.27149167
26842,20200131,LIMA,Panamericana Norte,-11.55490556,-77.27149167,55,81,20211003,-11.55490556,-77.27149167
26843,20200131,LIMA,Panamericana Norte,-11.55491667,-77.27148611,55,76,20211003,-11.55491667,-77.27148611
26844,20200131,LIMA,Panamericana Norte,-11.55491667,-77.27148611,55,65,20211003,-11.55491667,-77.27148611
26845,20200131,LIMA,Panamericana Norte,-11.55491667,-77.27148611,55,80,20211003,-11.55491667,-77.27148611
26846,20200131,LIMA,Panamericana Norte,-11.55495,-77.27156944,55,61,20211003,-11.55495,-77.27156944
26847,20200131,LIMA,Panamericana Norte,-11.55495,-77.27156944,55,61,20211003,-11.55495,-77.27156944
26848,20200131,LIMA,Panamericana Norte,-11.55470278,-77.27126111,55,71,20211003,-11.55470278,-77.27126111
26849,20200131,LIMA,Panamericana Norte,-11.55470278,-77.27126111,55,64,20211003,-11.55470278,-77.27126111
26850,20200131,LIMA,Panamericana Norte,-11.555025,-77.27164167,55,73,20211003,-11.555025,-77.27164167
26851,20200131,LIMA,Panamericana Norte,-11.55498611,-77.27158889,55,79,20211003,-11.55498611,-77.27158889
26852,20200131,LIMA,Panamericana Norte,-11.55498611,-77.27158889,55,81,20211003,-11.55498611,-77.27158889
26853,20200131,LIMA,Panamericana Norte,-11.55503889,-77.27158611,55,62,20211003,-11.55503889,-77.27158611
26854,20200131,LIMA,Panamericana Norte,-11.55503889,-77.27158611,55,80,20211003,-11.55503889,-77.27158611
26855,20200131,LIMA,Panamericana Norte,-11.55503889,-77.27158611,55,87,20211003,-11.55503889,-77.27158611
26856,20200131,LIMA,Panamericana Norte,-11.55507778,-77.27170278,55,84,20211003,-11.55507778,-77.27170278
26857,20200131,LIMA,Panamericana Norte,-11.55494722,-77.27153611,55,63,20211003,-11.55494722,-77.27153611
26858,20200131,LIMA,Panamericana Norte,-11.55494722,-77.27153611,55,64,20211003,-11.55494722,-77.27153611
26859,20200131,LIMA,Panamericana Norte,-11.55494444,-77.27155833,55,71,20211003,-11.55494444,-77.27155833
26860,20200131,LIMA,Panamericana Norte,-11.55494444,-77.27155833,55,80,20211003,-11.55494444,-77.27155833
26861,20200131,LIMA,Panamericana Norte,-11.55494722,-77.27158333,55,63,20211003,-11.55494722,-77.27158333
26862,20200131,LIMA,Panamericana Norte,-11.55498056,-77.27160833,55,77,20211003,-11.55498056,-77.27160833
26863,20200131,LIMA,Panamericana Norte,-11.55490833,-77.27151389,55,79,20211003,-11.55490833,-77.27151389
26864,20200131,LIMA,Panamericana Norte,-11.55496944,-77.27158056,55,74,20211003,-11.55496944,-77.27158056
26865,20200131,LIMA,Panamericana Norte,-11.55496944,-77.27158056,55,101,20211003,-11.55496944,-77.27158056
26866,20200131,LIMA,Panamericana Norte,-11.55496944,-77.27158056,55,67,20211003,-11.55496944,-77.27158056
26867,20200131,LIMA,Panamericana Norte,-11.55493333,-77.27158333,55,85,20211003,-11.55493333,-77.27158333
26868,20200131,LIMA,Panamericana Norte,-11.55498056,-77.271575,55,75,20211003,-11.55498056,-77.271575
26869,20200131,LIMA,Panamericana Norte,-11.55490278,-77.27148056,55,81,20211003,-11.55490278,-77.27148056
26870,20200131,LIMA,Panamericana Norte,-11.55498333,-77.27155833,55,79,20211003,-11.55498333,-77.27155833
26871,20200131,LIMA,Panamericana Norte,-11.55498333,-77.27155833,55,100,20211003,-11.55498333,-77.27155833
26872,20200131,LIMA,Panamericana Norte,-11.55494167,-77.27153889,55,71,20211003,-11.55494167,-77.27153889
26873,20200131,LIMA,Panamericana Norte,-11.55494167,-77.27153889,55,64,20211003,-11.55494167,-77.27153889
26874,20200131,LIMA,Panamericana Norte,-11.55495833,-77.27181111,55,68,20211003,-11.55495833,-77.27181111
26875,20200131,LIMA,Panamericana Norte,-11.55499444,-77.27169167,55,61,20211003,-11.55499444,-77.27169167
26876,20200131,LIMA,Panamericana Norte,-11.55499444,-77.27169167,55,68,20211003,-11.55499444,-77.27169167
26877,20200131,LIMA,Panamericana Norte,-11.55498333,-77.27157778,55,93,20211003,-11.55498333,-77.27157778
26878,20200131,LIMA,Panamericana Norte,-11.55496667,-77.27156667,55,83,20211003,-11.55496667,-77.27156667
26879,20200131,LIMA,Panamericana Norte,-11.55494722,-77.27156111,55,76,20211003,-11.55494722,-77.27156111
26880,20200131,LIMA,Panamericana Norte,-11.55508889,-77.27158333,55,65,20211003,-11.55508889,-77.27158333
26881,20200131,LIMA,Panamericana Norte,-11.55508889,-77.27158333,55,67,20211003,-11.55508889,-77.27158333
26882,20200131,LIMA,Panamericana Norte,-11.55501944,-77.27151111,55,67,20211003,-11.55501944,-77.27151111
26883,20200131,LIMA,Panamericana Norte,-11.55501944,-77.27151111,55,83,20211003,-11.55501944,-77.27151111
26884,20200131,LIMA,Panamericana Norte,-11.55495,-77.27155278,55,68,20211003,-11.55495,-77.27155278
26885,20200131,LIMA,Panamericana Norte,-11.55495,-77.27155278,55,83,20211003,-11.55495,-77.27155278
26886,20200131,LIMA,Panamericana Norte,-11.55506389,-77.27151111,55,87,20211003,-11.55506389,-77.27151111
26887,20200131,LIMA,Panamericana Norte,-11.55493333,-77.27155556,55,99,20211003,-11.55493333,-77.27155556
26888,20200131,LIMA,Panamericana Norte,-11.55493333,-77.27155556,55,75,20211003,-11.55493333,-77.27155556
26889,20200131,LIMA,Panamericana Norte,-11.55493333,-77.27155556,55,80,20211003,-11.55493333,-77.27155556
26890,20200131,LIMA,Panamericana Norte,-11.55496389,-77.27158333,55,66,20211003,-11.55496389,-77.27158333
26891,20200131,LIMA,Panamericana Norte,-11.55496667,-77.27156944,55,64,20211003,-11.55496667,-77.27156944
26892,20200131,LIMA,Panamericana Norte,-11.55495556,-77.27155,55,64,20211003,-11.55495556,-77.27155
26893,20200131,LIMA,Panamericana Norte,-11.55495556,-77.27155,55,83,20211003,-11.55495556,-77.27155
26894,20200131,LIMA,Panamericana Norte,-11.55449167,-77.27136111,55,70,20211003,-11.55449167,-77.27136111
26895,20200131,LIMA,Panamericana Norte,-11.55500278,-77.27164722,55,63,20211003,-11.55500278,-77.27164722
26896,20200131,LIMA,Panamericana Norte,-11.55494444,-77.27153333,55,72,20211003,-11.55494444,-77.27153333
26897,20200131,LIMA,Panamericana Norte,-11.55498333,-77.27160833,55,63,20211003,-11.55498333,-77.27160833
26898,20200131,LIMA,Panamericana Norte,-11.55498333,-77.27160833,55,79,20211003,-11.55498333,-77.27160833
26899,20200131,LIMA,Panamericana Norte,-11.55498333,-77.27160833,55,67,20211003,-11.55498333,-77.27160833
26900,20200131,LIMA,Panamericana Norte,-11.55510278,-77.27166944,55,65,20211003,-11.55510278,-77.27166944
26901,20200131,LIMA,Panamericana Norte,-11.55510278,-77.27166944,55,82,20211003,-11.55510278,-77.27166944
26902,20200131,LIMA,Panamericana Norte,-11.55498611,-77.27161111,55,64,20211003,-11.55498611,-77.27161111
26903,20200131,LIMA,Panamericana Norte,-11.55498611,-77.27161111,55,79,20211003,-11.55498611,-77.27161111
26904,20200131,LIMA,Panamericana Norte,-11.55496944,-77.27158056,55,75,20211003,-11.55496944,-77.27158056
26905,20200131,LIMA,Panamericana Norte,-11.55496944,-77.27158056,55,77,20211003,-11.55496944,-77.27158056
26906,20200131,LIMA,Panamericana Norte,-11.55506389,-77.27171944,55,77,20211003,-11.55506389,-77.27171944
26907,20200131,LIMA,Panamericana Norte,-11.55506389,-77.27171944,55,82,20211003,-11.55506389,-77.27171944
26908,20200131,LIMA,Panamericana Norte,-11.55479722,-77.27124167,55,71,20211003,-11.55479722,-77.27124167
26909,20200131,LIMA,Panamericana Norte,-11.55494167,-77.27152778,55,81,20211003,-11.55494167,-77.27152778
26910,20200131,LIMA,Panamericana Norte,-11.55494167,-77.27152778,55,69,20211003,-11.55494167,-77.27152778
26911,20200131,LIMA,Panamericana Norte,-11.55435833,-77.27074722,55,63,20211003,-11.55435833,-77.27074722
26912,20200131,LIMA,Panamericana Norte,-11.554925,-77.27151389,55,87,20211003,-11.554925,-77.27151389
26913,20200131,LIMA,Panamericana Norte,-11.554925,-77.27151389,55,65,20211003,-11.554925,-77.27151389
26914,20200131,LIMA,Panamericana Norte,-11.55500833,-77.27171111,55,73,20211003,-11.55500833,-77.27171111
26915,20200131,LIMA,Panamericana Norte,-11.55500833,-77.27171111,55,71,20211003,-11.55500833,-77.27171111
26916,20200131,LIMA,Panamericana Norte,-11.55536944,-77.27213611,55,77,20211003,-11.55536944,-77.27213611
26917,20200131,LIMA,Panamericana Norte,-11.55501111,-77.27157778,55,87,20211003,-11.55501111,-77.27157778
26918,20200131,LIMA,Panamericana Norte,-11.55501111,-77.27157778,55,82,20211003,-11.55501111,-77.27157778
26919,20200131,LIMA,Panamericana Norte,-11.55501111,-77.27157778,55,78,20211003,-11.55501111,-77.27157778
26920,20200131,LIMA,Panamericana Norte,-11.55496111,-77.27162222,55,80,20211003,-11.55496111,-77.27162222
26921,20200131,LIMA,Panamericana Norte,-11.55496111,-77.27162222,55,67,20211003,-11.55496111,-77.27162222
26922,20200131,LIMA,Panamericana Norte,-11.55499444,-77.2717,55,75,20211003,-11.55499444,-77.2717
26923,20200131,LIMA,Panamericana Norte,-11.55497222,-77.27121667,55,102,20211003,-11.55497222,-77.27121667
26924,20200131,LIMA,Panamericana Norte,-11.55497778,-77.27158889,55,74,20211003,-11.55497778,-77.27158889
26925,20200131,LIMA,Panamericana Norte,-11.555,-77.271625,55,73,20211003,-11.555,-77.271625
26926,20200131,LIMA,Panamericana Norte,-11.555,-77.27163333,55,78,20211003,-11.555,-77.27163333
26927,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94305,-75.33133333,35,51,20211003,-11.94305,-75.33133333
26928,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94266944,-75.331375,35,55,20211003,-11.94266944,-75.331375
26929,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94319167,-75.33144444,35,57,20211003,-11.94319167,-75.33144444
26930,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94324722,-75.33159167,35,53,20211003,-11.94324722,-75.33159167
26931,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94324722,-75.33159167,35,45,20211003,-11.94324722,-75.33159167
26932,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94325,-75.33138056,35,44,20211003,-11.94325,-75.33138056
26933,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.9431,-75.33127222,35,49,20211003,-11.9431,-75.33127222
26934,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94406944,-75.33293611,35,66,20211003,-11.94406944,-75.33293611
26935,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94314444,-75.33135833,35,62,20211003,-11.94314444,-75.33135833
26936,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.9431,-75.33130833,35,50,20211003,-11.9431,-75.33130833
26937,20200131,ANCASH,Panamericana Norte,-9.3835,-78.38418333,60,86,20211003,-9.3835,-78.38418333
26938,20200131,ANCASH,Panamericana Norte,-9.3835,-78.38421944,60,86,20211003,-9.3835,-78.38421944
26939,20200131,ANCASH,Panamericana Norte,-9.3836,-78.38419444,60,72,20211003,-9.3836,-78.38419444
26940,20200131,ANCASH,Panamericana Norte,-9.383577778,-78.38410833,60,71,20211003,-9.383577778,-78.38410833
26941,20200131,ANCASH,Panamericana Norte,-9.383613889,-78.38415833,60,81,20211003,-9.383613889,-78.38415833
26942,20200131,ANCASH,Panamericana Norte,-9.383583333,-78.38409167,60,67,20211003,-9.383583333,-78.38409167
26943,20200131,ANCASH,Panamericana Norte,-9.383538889,-78.38399167,60,72,20211003,-9.383538889,-78.38399167
26944,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.9431,-75.33130833,35,62,20211003,-11.9431,-75.33130833
26945,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94315278,-75.33142778,35,56,20211003,-11.94315278,-75.33142778
26946,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94315278,-75.33142778,35,58,20211003,-11.94315278,-75.33142778
26947,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94314167,-75.33126389,35,98,20211003,-11.94314167,-75.33126389
26948,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.9431,-75.33131944,35,64,20211003,-11.9431,-75.33131944
26949,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94321944,-75.33162778,35,45,20211003,-11.94321944,-75.33162778
26950,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94314444,-75.33126944,35,43,20211003,-11.94314444,-75.33126944
26951,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.3311,35,42,20211003,-11.94309444,-75.3311
26952,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.3311,35,43,20211003,-11.94309444,-75.3311
26953,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.33114444,35,44,20211003,-11.94309444,-75.33114444
26964,20200131,ANCASH,Panamericana Norte,-9.3836,-78.38406667,60,70,20211003,-9.3836,-78.38406667
26965,20200131,ANCASH,Panamericana Norte,-9.383619444,-78.38409444,60,70,20211003,-9.383619444,-78.38409444
26966,20200131,ANCASH,Panamericana Norte,-9.383566667,-78.38411111,60,89,20211003,-9.383566667,-78.38411111
26967,20200131,ANCASH,Panamericana Norte,-9.383541667,-78.38415556,60,91,20211003,-9.383541667,-78.38415556
26968,20200131,ANCASH,Panamericana Norte,-9.383575,-78.38406667,60,89,20211003,-9.383575,-78.38406667
26969,20200131,ANCASH,Panamericana Norte,-9.383591667,-78.38394722,60,73,20211003,-9.383591667,-78.38394722
26970,20200131,ANCASH,Panamericana Norte,-9.383580556,-78.38410278,60,69,20211003,-9.383580556,-78.38410278
26971,20200131,ANCASH,Panamericana Norte,-9.383619444,-78.38384444,60,101,20211003,-9.383619444,-78.38384444
26972,20200131,ANCASH,Panamericana Norte,-9.383538889,-78.38396389,60,70,20211003,-9.383538889,-78.38396389
26973,20200131,ANCASH,Panamericana Norte,-9.383591667,-78.38399444,60,78,20211003,-9.383591667,-78.38399444
26974,20200131,ANCASH,Panamericana Norte,-9.383555556,-78.38402222,60,79,20211003,-9.383555556,-78.38402222
26975,20200131,ANCASH,Panamericana Norte,-9.3835,-78.38401111,60,67,20211003,-9.3835,-78.38401111
26976,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94360556,-75.33178611,35,48,20211003,-11.94360556,-75.33178611
26977,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94269167,-75.33102778,35,53,20211003,-11.94269167,-75.33102778
26978,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94310278,-75.33136111,35,44,20211003,-11.94310278,-75.33136111
26979,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94301389,-75.33121667,35,54,20211003,-11.94301389,-75.33121667
26980,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94301389,-75.33121667,35,51,20211003,-11.94301389,-75.33121667
26981,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94299444,-75.33096389,35,52,20211003,-11.94299444,-75.33096389
26982,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94324722,-75.33159167,35,52,20211003,-11.94324722,-75.33159167
26983,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94308611,-75.33134444,35,45,20211003,-11.94308611,-75.33134444
26984,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94326944,-75.33161667,35,47,20211003,-11.94326944,-75.33161667
26985,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94373333,-75.33229167,35,62,20211003,-11.94373333,-75.33229167
26986,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94373333,-75.33229167,35,53,20211003,-11.94373333,-75.33229167
26987,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94337778,-75.33171389,35,56,20211003,-11.94337778,-75.33171389
26988,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94406944,-75.33293611,35,48,20211003,-11.94406944,-75.33293611
26989,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.9431,-75.33130833,35,67,20211003,-11.9431,-75.33130833
26990,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.9431,-75.33130833,35,50,20211003,-11.9431,-75.33130833
26991,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.9431,-75.33130833,35,70,20211003,-11.9431,-75.33130833
26992,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94304722,-75.33123333,35,60,20211003,-11.94304722,-75.33123333
26993,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.33129444,35,56,20211003,-11.94309444,-75.33129444
26994,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94315556,-75.331375,35,61,20211003,-11.94315556,-75.331375
26995,20200131,LIMA,Panamericana Norte,-11.555,-77.27163333,55,68,20211003,-11.555,-77.27163333
26996,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94313056,-75.33130556,35,60,20211003,-11.94313056,-75.33130556
26997,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94313056,-75.33130556,35,43,20211003,-11.94313056,-75.33130556
26998,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94300833,-75.33089444,35,52,20211003,-11.94300833,-75.33089444
26999,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94300833,-75.33089444,35,119,20211003,-11.94300833,-75.33089444
27000,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94304444,-75.33112778,35,44,20211003,-11.94304444,-75.33112778
27001,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94304444,-75.33112778,35,59,20211003,-11.94304444,-75.33112778
27002,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94314444,-75.33126944,35,45,20211003,-11.94314444,-75.33126944
27003,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94314444,-75.33126944,35,44,20211003,-11.94314444,-75.33126944
27004,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94318889,-75.331325,35,63,20211003,-11.94318889,-75.331325
27005,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94310833,-75.33126667,35,68,20211003,-11.94310833,-75.33126667
27006,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94310833,-75.33126667,35,59,20211003,-11.94310833,-75.33126667
27007,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94314167,-75.33131944,35,93,20211003,-11.94314167,-75.33131944
27008,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94314167,-75.33131944,35,108,20211003,-11.94314167,-75.33131944
27009,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.3311,35,47,20211003,-11.94309444,-75.3311
27010,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.3311,35,57,20211003,-11.94309444,-75.3311
27011,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94325278,-75.33157778,35,91,20211003,-11.94325278,-75.33157778
27012,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.33114444,35,54,20211003,-11.94309444,-75.33114444
27013,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.33114444,35,59,20211003,-11.94309444,-75.33114444
27014,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.33114444,35,77,20211003,-11.94309444,-75.33114444
27015,20200131,JUNIN,Longitudinal de la Sierra Sur,-11.94309444,-75.33114444,35,66,20211003,-11.94309444,-75.33114444
27016,20200131,LIMA,Panamericana Norte,-11.55504167,-77.27165833,55,82,20211003,-11.55504167,-77.27165833
27017,20200131,LIMA,Panamericana Norte,-11.55504167,-77.27165833,55,64,20211003,-11.55504167,-77.27165833
27018,20200131,LIMA,Panamericana Norte,-11.55496667,-77.27160833,55,65,20211003,-11.55496667,-77.27160833
27019,20200131,LIMA,Panamericana Norte,-11.55496667,-77.27160833,55,70,20211003,-11.55496667,-77.27160833
27020,20200131,LIMA,Panamericana Norte,-11.55496667,-77.27160833,55,85,20211003,-11.55496667,-77.27160833
27021,20200131,LIMA,Panamericana Norte,-11.55502222,-77.27165556,55,93,20211003,-11.55502222,-77.27165556
27022,20200131,LIMA,Panamericana Norte,-11.55502222,-77.27165556,55,84,20211003,-11.55502222,-77.27165556
27023,20200131,LIMA,Panamericana Norte,-11.55502222,-77.27165556,55,84,20211003,-11.55502222,-77.27165556
27024,20200131,LIMA,Panamericana Norte,-11.55502222,-77.27165556,55,83,20211003,-11.55502222,-77.27165556
27025,20200131,LIMA,Panamericana Norte,-11.55502222,-77.27165556,55,64,20211003,-11.55502222,-77.27165556
27026,20200131,LIMA,Panamericana Norte,-11.555075,-77.27173056,55,67,20211003,-11.555075,-77.27173056
27027,20200131,LIMA,Panamericana Norte,-11.555075,-77.27173056,55,90,20211003,-11.555075,-77.27173056
27028,20200131,LIMA,Panamericana Norte,-11.555075,-77.27173056,55,88,20211003,-11.555075,-77.27173056
27029,20200131,LIMA,Panamericana Norte,-11.55499444,-77.27163333,55,99,20211003,-11.55499444,-77.27163333
27030,20200131,LIMA,Panamericana Norte,-11.55499444,-77.27163333,55,99,20211003,-11.55499444,-77.27163333
27043,20200131,LIMA,Panamericana Norte,-11.55499444,-77.27163333,55,63,20211003,-11.55499444,-77.27163333
27044,20200131,LIMA,Panamericana Norte,-11.55498333,-77.27159722,55,74,20211003,-11.55498333,-77.27159722
27045,20200131,LIMA,Panamericana Norte,-11.55498333,-77.27159722,55,72,20211003,-11.55498333,-77.27159722
27046,20200131,LIMA,Panamericana Norte,-11.55497778,-77.27158889,55,86,20211003,-11.55497778,-77.27158889
27047,20200131,LIMA,Panamericana Norte,-11.55501111,-77.271625,55,71,20211003,-11.55501111,-77.271625
27048,20200131,LIMA,Panamericana Norte,-11.55501111,-77.271625,55,75,20211003,-11.55501111,-77.271625
27049,20200131,LIMA,Panamericana Norte,-11.55501111,-77.271625,55,61,20211003,-11.55501111,-77.271625
27050,20200131,LIMA,Panamericana Norte,-11.55501111,-77.271625,55,68,20211003,-11.55501111,-77.271625
27051,20200131,LIMA,Panamericana Norte,-11.55484722,-77.27130833,55,74,20211003,-11.55484722,-77.27130833
27052,20200131,LIMA,Panamericana Norte,-11.55484722,-77.27130833,55,61,20211003,-11.55484722,-77.27130833
27053,20200131,LIMA,Panamericana Norte,-11.55429444,-77.27044444,55,68,20211003,-11.55429444,-77.27044444
27054,20200131,LIMA,Panamericana Norte,-11.55493333,-77.27149444,55,72,20211003,-11.55493333,-77.27149444
27055,20200131,LIMA,Panamericana Norte,-11.55493333,-77.27149444,55,86,20211003,-11.55493333,-77.27149444
27056,20200131,LIMA,Panamericana Norte,-11.55493333,-77.27149444,55,61,20211003,-11.55493333,-77.27149444
27057,20200131,LIMA,Panamericana Norte,-11.55492778,-77.27151111,55,98,20211003,-11.55492778,-77.27151111
27066,20200131,LIMA,Panamericana Norte,-11.55508611,-77.271875,55,94,20211003,-11.55508611,-77.271875
27067,20200131,LIMA,Panamericana Norte,-11.55508611,-77.271875,55,66,20211003,-11.55508611,-77.271875
27068,20200131,LIMA,Panamericana Norte,-11.55478333,-77.2712,55,83,20211003,-11.55478333,-77.2712
