FECHA_CORTE,FECHA,HORA,DEPARTAMENTO,CODIGO_VÍA,KILOMETRO,MODALIDAD,FALLECIDOS,HERIDOS,KM,FECHA_DT,CODIGO_VIA,LATITUD_GEO,LONGITUD_GEO,GEOCODIFICADO
20211222,20200101,05:40,LIMA,PE-1S,24,DESPISTE,0,0,24.0,2020-01-01,PE-1S,-12.246584742503304,-76.93618987426358,True
20211222,20200101,16:30,CAJAMARCA,PE-3N,74,DESPISTE,0,0,74.0,2020-01-01,PE-3N,-10.988632664696011,-76.0298140159235,True
20211222,20200101,07:45,PASCO,PE-3N,103,DESPISTE,0,1,103.0,2020-01-01,PE-3N,-10.823349830810802,-76.20216703331738,True
20211222,20200101,18:30,CAJAMARCA,PE-08,111,DESPISTE,0,2,111.0,2020-01-01,PE-08,-7.242517912305455,-78.68808618826748,True
20211222,20200101,18:40,LIMA,PE-1N,174,DESPISTE,0,5,174.0,2020-01-01,PE-1N,-10.91694193899242,-77.66010963900744,True
20211222,20200101,16:30,ICA,PE-1S,199,CHOQUE,0,1,199.0,2020-01-01,PE-1S,-13.48239984615401,-76.13863094744637,True
20211222,20200101,16:35,ICA,PE-1S,201,CHOQUE,1,1,201.0,2020-01-01,PE-1S,-13.500408491038863,-76.14055886983967,True
20211222,20200101,21:45,HUANUCO,PE-3N,226,ATROPELLO,0,1,226.0,2020-01-01,PE-3N,-9.990094944479155,-76.24346845917172,True
20211222,20200101,23:50,PIURA,PE-1N,232,CHOQUE,0,6,232.0,2020-01-01,PE-1N,-10.487248649741053,-77.91427631135876,True
20211222,20200101,02:30,AMAZONAS,PE-5N,263,DESPISTE,0,2,263.0,2020-01-01,PE-5N,-9.37826343089786,-75.03360779740137,True
20211222,20200101,23:40,AREQUIPA,PE-1S,521,CHOQUE,0,0,521.0,2020-01-01,PE-1S,-15.456069300049853,-74.86692085264636,True
20211222,20200101,17:45,LA LIBERTAD,PE-1N,732,DESPISTE,0,5,732.0,2020-01-01,PE-1N,-7.058083264723555,-79.57042450172128,True
20211222,20200101,10:30,LA LIBERTAD,PE-1N,734,DESPISTE,0,2,734.0,2020-01-01,PE-1N,-7.044212393211083,-79.58239900161708,True
20211222,20200101,20:50,MOQUEGUA,PE-1S,1166,CHOQUE,0,0,1166.0,2020-01-01,PE-1S,-17.42178984359225,-71.0482073842232,True
20211222,20200101,16:50,TACNA,PE-1S,1245,DESPISTE,1,0,1245.0,2020-01-01,PE-1S,-17.802868682966253,-70.60293300424055,True
20211222,20200101,18:15,PUNO,PE-1S,1351,CHOQUE,0,0,1351.0,2020-01-01,PE-1S,,,True
20211222,20200102,12:50,AREQUIPA,PE-1SJ,6,DESPISTE,2,16,6.0,2020-01-02,PE-1SJ,-17.06408890182033,-71.72011740343434,True
20211222,20200102,05:45,TACNA,PE-1SD,8,DESPISTE,2,1,8.0,2020-01-02,PE-1SD,-16.670198169885573,-72.57000946314521,True
20211222,20200102,16:30,AREQUIPA,PE-34J,14,CHOQUE,0,0,14.0,2020-01-02,PE-34J,-15.664075233750124,-71.05258296025437,True
20211222,20200102,16:30,AREQUIPA,PE-34E,18,CHOQUE,0,3,18.0,2020-01-02,PE-34E,-15.927779149849798,-71.37374471241274,True
20211222,20200102,11:00,AREQUIPA,PE-34A,34,ESPECIAL,0,0,34.0,2020-01-02,PE-34A,-16.406894455496545,-71.60232009946931,True
20211222,20200102,10:10,LIMA,PE-1N,39,ATROPELLO,1,0,39.0,2020-01-02,PE-1N,-11.81153439569187,-77.13042173959337,True
20211222,20200102,08:00,CAJAMARCA,PE-3N,43,CHOQUE,0,0,43.0,2020-01-02,PE-3N,-11.234375670203802,-75.93904290138659,True
20211222,20200102,00:40,LIMA,PE-22,81,CHOQUE,0,1,81.0,2020-01-02,PE-22,-11.816446982929918,-76.35813220106184,True
20211222,20200102,08:25,LIMA,PE-1S,81,DESPISTE,0,0,81.0,2020-01-02,PE-1S,-12.639890900342413,-76.66894619223838,True
20211222,20200102,11:20,LIMA,PE-1S,91,DESPISTE,0,1,91.0,2020-01-02,PE-1S,-12.88030885021823,-76.51103105481899,True
20211222,20200102,16:00,AREQUIPA,PE-34A,131,CHOQUE,4,3,131.0,2020-01-02,PE-34A,-16.019366874726785,-71.28883625054624,True
20211222,20200102,13:00,JUNIN,PE-22,148,CHOQUE,0,3,148.0,2020-01-02,PE-22,-11.592219175547797,-76.07674353256293,True
20211222,20200102,21:52,ANCASH,PE-16,162,CHOQUE,0,0,162.0,2020-01-02,PE-16,,,True
20211222,20200102,17:45,LIMA,PE-1N,191,DESPISTE,0,0,191.0,2020-01-02,PE-1N,-10.82439974547155,-77.7007471042943,True
20211222,20200102,23:50,PUNO,PE-34H,226,DESPISTE,3,41,226.0,2020-01-02,PE-34H,-14.32900856180956,-69.46626222165477,True
20211222,20200102,00:40,ANCASH,PE-1N,276,CHOQUE,2,6,276.0,2020-01-02,PE-1N,-10.191202477969616,-78.06106609234054,True
20211222,20200102,15:45,AMAZONAS,PE-08B,294,DESPISTE,0,1,294.0,2020-01-02,PE-08B,-6.363163547451908,-77.92105094244381,True
20211222,20200102,06:00,APURIMAC,PE-3S,370,DESPISTE,0,2,370.0,2020-01-02,PE-3S,-13.08493734413944,-74.22723005372004,True
20211222,20200102,09:30,SAN MARTIN,PE-5N,579,DESPISTE,0,2,579.0,2020-01-02,PE-5N,-8.565237243197382,-76.27963533872723,True
20211222,20200102,16:45,MADRE DE DIOS,PE-30C,587,DESPISTE,0,4,587.0,2020-01-02,PE-30C,-11.402825930720095,-69.42688948219995,True
20211222,20200102,21:20,AREQUIPA,PE-1S,951,CHOQUE,0,0,951.0,2020-01-02,PE-1S,-16.481515495271488,-71.90513785084899,True
20211222,20200102,20:15,TACNA,PE-34B,1018,DESPISTE,0,6,1018.0,2020-01-02,PE-34B,,,True
20211222,20200103,18:30,LIMA,LM-108,2,DESPISTE,0,2,2.0,2020-01-03,LM-108,,,True
20211222,20200103,06:50,LIMA,PE-1S,71,CHOQUE,0,2,71.0,2020-01-03,PE-1S,-12.570198805780505,-76.69642422185582,True
20211222,20200103,02:25,LIMA,PE-1S,81,CHOQUE,0,4,81.0,2020-01-03,PE-1S,-12.639890900342413,-76.66894619223838,True
20211222,20200103,11:40,LIMA,PE-1S,81,CHOQUE,0,0,81.0,2020-01-03,PE-1S,-12.639890900342413,-76.66894619223838,True
20211222,20200103,19:00,LAMBAYEQUE,PE-1N,105,CHOQUE,0,3,105.0,2020-01-03,PE-1N,-11.410001373372921,-77.3830893537015,True
20211222,20200103,23:45,LIMA,PE-1N,123,CHOQUE,0,1,123.0,2020-01-03,PE-1N,-11.311270458500552,-77.48462579699292,True
20211222,20200103,11:29,JUNIN,PE-22,141,CHOQUE,0,0,141.0,2020-01-03,PE-22,-11.600943513530941,-76.1305608728843,True
20211222,20200103,16:00,LIMA,PE-1N,158,CHOQUE,0,2,158.0,2020-01-03,PE-1N,-11.033520215114203,-77.59178721245048,True
20211222,20200103,07:30,ICA,PE-1S,192,DESPISTE,0,2,192.0,2020-01-03,PE-1S,-13.420166072049675,-76.13733472259989,True
20211222,20200103,01:00,AYACUCHO,PE-28A,233,DESPISTE,0,0,233.0,2020-01-03,PE-28A,-13.355416214838,-74.766465279269,True
20211222,20200103,06:50,PUNO,PE-34A,244,CHOQUE,0,1,244.0,2020-01-03,PE-34A,-15.681300394043749,-70.55643294570511,True
20211222,20200103,10:10,ANCASH,PE-3N,388,DESPISTE,0,1,388.0,2020-01-03,PE-3N,-9.899706390295293,-76.9405823657208,True
20211222,20200103,01:20,AREQUIPA,PE-1S,953,CHOQUE,0,2,953.0,2020-01-03,PE-1S,-16.482850876228902,-71.88891831664078,True
20211222,20200103,23:50,PIURA,PE-1N,1009,DESPISTE,1,0,1009.0,2020-01-03,PE-1N,-5.098478603892822,-80.70459295668626,True
20211222,20200103,21:30,PUNO,PE-3S,1207,CHOQUE,0,4,1207.0,2020-01-03,PE-3S,-14.801578213679624,-70.71132555520762,True
20211222,20200104,11:10,ANCASH,PE-16,2,DESPISTE,0,0,2.0,2020-01-04,PE-16,-10.646153155420205,-77.80414823706126,True
20211222,20200104,12:30,AREQUIPA,PE-34,32,CHOQUE,0,0,32.0,2020-01-04,PE-34,-16.872387772538268,-72.02530603700922,True
20211222,20200104,21:40,LIMA,PE-1S,34,DESPISTE,0,2,34.0,2020-01-04,PE-1S,-12.295573558164342,-76.85896771526333,True
20211222,20200104,21:00,TACNA,PE-1SD,34,CHOQUE,2,0,34.0,2020-01-04,PE-1SD,-16.73264423454568,-72.40985333076307,True
20211222,20200104,23:50,JUNIN,PE-3S,37,DESPISTE,0,4,37.0,2020-01-04,PE-3S,-11.735716764101268,-75.7455294827613,True
20211222,20200104,17:30,UCAYALI,PE-5N,41,CHOQUE,0,2,41.0,2020-01-04,PE-5N,-10.733377902461903,-75.26545126281104,True
20211222,20200104,16:50,CAJAMARCA,PE-08B,45,CHOQUE,0,2,45.0,2020-01-04,PE-08B,-7.061731878739455,-78.29948696076289,True
20211222,20200104,01:50,JUNIN,PE-22,54,CHOQUE,0,0,54.0,2020-01-04,PE-22,-11.913917815241849,-76.546914318066,True
20211222,20200104,16:30,CAJAMARCA,PE-08A,62,DESPISTE,0,1,62.0,2020-01-04,PE-08A,-7.0651890380293265,-78.6137163851645,True
20211222,20200104,11:25,LIMA,PE-1N,111,DESPISTE,0,0,111.0,2020-01-04,PE-1N,-11.397662136794214,-77.41903008400746,True
20211222,20200104,09:30,LIMA,PE-1N,117,DESPISTE,0,1,117.0,2020-01-04,PE-1N,-11.355413761616138,-77.45269330688566,True
20211222,20200104,12:45,LIMA,PE-1S,120,DESPISTE,0,2,120.0,2020-01-04,PE-1S,-12.786263390694227,-76.5725835672223,True
20211222,20200104,12:05,HUANUCO,PE-3N,207,CHOQUE,0,1,207.0,2020-01-04,PE-3N,-10.147352180149273,-76.19254743407808,True
20211222,20200104,16:00,LAMBAYEQUE,PE-1N,829,DESPISTE,0,2,829.0,2020-01-04,PE-1N,-6.472558792443885,-80.10962815221993,True
20211222,20200105,19:50,ICA,PE-28A,4,CHOQUE,0,6,4.0,2020-01-05,PE-28A,-13.67995800703454,-76.12353796613705,True
20211222,20200105,19:50,LIMA,PE-1S,21,CHOQUE,0,2,21.0,2020-01-05,PE-1S,-12.233941721727907,-76.96055560500984,True
20211222,20200105,13:30,LIMA,PE-20A,25,CHOQUE,0,2,25.0,2020-01-05,PE-20A,-11.78617811740354,-76.98312056734912,True
20211222,20200105,13:40,JUNIN,PE-5S,45,CHOQUE,0,0,45.0,2020-01-05,PE-5S,-10.876895327888365,-74.98477749092497,True
20211222,20200105,10:54,LIMA,PE-1S,54,DESPISTE,0,2,54.0,2020-01-05,PE-1S,-12.433065910990313,-76.75429624325714,True
20211222,20200105,14:30,LIMA,PE-1N,83,CHOQUE,0,5,83.0,2020-01-05,PE-1N,-11.555918348742413,-77.26964221100262,True
20211222,20200105,16:50,LAMBAYEQUE,PE-1N,91,CHOQUE,0,1,91.0,2020-01-05,PE-1N,-11.493239872762386,-77.30375846221524,True
20211222,20200105,04:55,LIMA,PE-22,96,CHOQUE,0,3,96.0,2020-01-05,PE-22,-11.756422594262663,-76.2974607318637,True
20211222,20200105,14:10,LIMA,PE-1N,106,CHOQUE,0,2,106.0,2020-01-05,PE-1N,-11.40837388842147,-77.39117391690948,True
20211222,20200105,07:20,LIMA,PE-22,129,CHOQUE,0,0,129.0,2020-01-05,PE-22,-11.609960132545957,-76.20242925515117,True
20211222,20200105,15:45,PASCO,PE-3N,137,CHOQUE,0,2,137.0,2020-01-05,PE-3N,-10.661611148591415,-76.17476146280698,True
20211222,20200105,23:30,AREQUIPA,PE-34A,158,DESPISTE,0,0,158.0,2020-01-05,PE-34A,-15.876313756886848,-71.14759094840421,True
20211222,20200105,13:40,ANCASH,PE-1N,309,CHOQUE,3,4,309.0,2020-01-05,PE-1N,-9.949463682453223,-78.21179772134653,True
20211222,20200105,18:30,MOQUEGUA,PE-1S,1136,DESPISTE,0,0,1136.0,2020-01-05,PE-1S,-17.204020565936073,-70.99276299809735,True
20211222,20200105,17:00,PUNO,PE-3S,1258,DESPISTE,0,5,1258.0,2020-01-05,PE-3S,-15.067204219928973,-70.35604412309293,True
20211222,20200105,10:20,AREQUIPA,PE-34E,1300,CHOQUE,0,0,1300.0,2020-01-05,PE-34E,,,True
20211222,20200106,15:40,LIMA,PE-22,10,CHOQUE,0,0,10.0,2020-01-06,PE-22,-12.014765915292111,-76.90390513720499,True
20211222,20200106,06:00,LA LIBERTAD,PE-5N,20,DESPISTE,0,7,20.0,2020-01-06,PE-5N,-10.831369800683277,-75.29146856804354,True
20211222,20200106,23:40,AYACUCHO,PE-28B,28,DESPISTE,0,0,28.0,2020-01-06,PE-28B,-13.011556240357441,-74.12240369045043,True
20211222,20200106,22:30,PUNO,PE-30A,75,CHOQUE,1,0,75.0,2020-01-06,PE-30A,-14.698596110321049,-74.52210657670899,True
20211222,20200106,16:00,ICA,PE-30A,118,DESPISTE,0,0,118.0,2020-01-06,PE-30A,-14.602414330056641,-74.27675927216632,True
20211222,20200106,13:45,HUANCAVELICA,PE-3S,135,ATROPELLO,1,0,135.0,2020-01-06,PE-3S,-12.154452673197264,-75.21737414495493,True
20211222,20200106,02:30,ICA,PE-1S,196,ATROPELLO,1,0,196.0,2020-01-06,PE-1S,-13.455371411323036,-76.13624321271496,True
20211222,20200106,11:20,ICA,PE-1S,273,ATROPELLO,1,0,273.0,2020-01-06,PE-1S,-13.933963768986363,-75.87989196932685,True
20211222,20200106,00:20,AREQUIPA,PE-1S,571,CHOQUE,16,46,571.0,2020-01-06,PE-1S,-15.69636854946354,-74.51150743383263,True
20211222,20200106,12:30,AREQUIPA,PE-1S,902,DESPISTE,0,1,902.0,2020-01-06,PE-1S,-16.414877375664208,-72.24116631900135,True
20211222,20200106,14:20,AREQUIPA,PE-1S,988,CHOQUE,2,5,988.0,2020-01-06,PE-1S,-16.692018099290703,-71.87064469727024,True
20211222,20200107,15:00,LIMA,PE-1S,29,CHOQUE,0,1,29.0,2020-01-07,PE-1S,-12.271264375020683,-76.89771906411094,True
20211222,20200107,11:30,HUANUCO,PE-18A,111,DESPISTE,0,0,111.0,2020-01-07,PE-18A,-9.397053301313404,-75.9720273394189,True
20211222,20200107,04:30,HUANCAVELICA,PE-28A,124,ESPECIAL,0,2,124.0,2020-01-07,PE-28A,-13.604602004186292,-75.31187792953601,True
20211222,20200107,16:30,AREQUIPA,PE-34A,151,DESPISTE,0,1,151.0,2020-01-07,PE-34A,-15.917317650936367,-71.19002941273403,True
20211222,20200107,05:00,CUSCO,PE-3S,155,CHOQUE,1,0,155.0,2020-01-07,PE-3S,-12.286136022260148,-75.10549425421279,True
20211222,20200107,06:15,ANCASH,PE-1N,246,DESPISTE,0,3,246.0,2020-01-07,PE-1N,-10.40379926547519,-77.97357161774444,True
20211222,20200107,19:30,APURIMAC,PE-30A,283,DESPISTE,0,6,283.0,2020-01-07,PE-30A,-14.560207151436073,-73.39365471532108,True
20211222,20200107,17:15,ANCASH,PE-1N,287,DESPISTE,0,1,287.0,2020-01-07,PE-1N,-10.11942413504733,-78.12951313843973,True
20211222,20200107,03:15,ICA,PE-1S,315,DESPISTE,0,1,315.0,2020-01-07,PE-1S,-14.21472439876255,-75.70960798522643,True
20211222,20200107,08:10,ANCASH,PE-3N,629,CHOQUE,0,2,629.0,2020-01-07,PE-3N,-9.187671502929181,-77.71499974696863,True
20211222,20200107,13:00,CUSCO,PE-3S,870,CHOQUE,0,1,870.0,2020-01-07,PE-3S,-13.56358383888369,-72.59481818730627,True
20211222,20200107,16:30,AREQUIPA,PE-1S,872,DESPISTE,0,0,872.0,2020-01-07,PE-1S,-16.5292352858772,-72.4834219545551,True
20211222,20200107,06:00,CUSCO,PE-3S,1063,CHOQUE,0,0,1063.0,2020-01-07,PE-3S,-13.96216670533886,-71.49567831900252,True
20211222,20200108,11:35,JUNIN,PE-22,15,DESPISTE,0,1,15.0,2020-01-08,PE-22,-12.009110258062895,-76.86462725519605,True
20211222,20200108,16:30,AREQUIPA,PE-34E,23,DESPISTE,2,4,23.0,2020-01-08,PE-34E,-15.890242652728162,-71.38016854582028,True
20211222,20200108,07:35,JUNIN,PE-22,37,DESPISTE,0,1,37.0,2020-01-08,PE-22,-11.927261784218167,-76.68757733716595,True
20211222,20200108,21:00,LIMA,PE-1N,48,CHOQUE,0,0,48.0,2020-01-08,PE-1N,-11.746533717388017,-77.1427832539304,True
20211222,20200108,15:20,CAJAMARCA,PE-3N,50,DESPISTE,0,0,50.0,2020-01-08,PE-3N,-11.182230842609718,-75.9751351276583,True
20211222,20200108,03:30,PIURA,PE-1N,61,CHOQUE,0,0,61.0,2020-01-08,PE-1N,-11.674581230537576,-77.18383697596562,True
20211222,20200108,21:00,HUANCAVELICA,PE-28A,80,CHOQUE,1,0,80.0,2020-01-08,PE-28A,-13.566242965586543,-75.53622479550833,True
20211222,20200108,14:40,AREQUIPA,PE-34A,141,DESPISTE,0,2,141.0,2020-01-08,PE-34A,-15.97540547340345,-71.23018207092383,True
20211222,20200108,10:00,PUNO,PE-34A,205,DESPISTE,0,2,205.0,2020-01-08,PE-34A,-15.710261864557383,-70.81635288482103,True
20211222,20200108,11:30,HUANUCO,PE-3N,272,DESPISTE,0,2,272.0,2020-01-08,PE-3N,-9.891619153917302,-76.47723163554225,True
20211222,20200108,04:20,ICA,PE-1S,331,CHOQUE,2,5,331.0,2020-01-08,PE-1S,-14.343781627394188,-75.65228696457535,True
20211222,20200108,05:30,ANCASH,PE-1N,416,ATROPELLO,1,0,416.0,2020-01-08,PE-1N,-9.073902877744615,-78.58621019890153,True
20211222,20200109,12:20,ANCASH,PE-12B,8,DESPISTE,0,25,8.0,2020-01-09,PE-12B,-8.577755353189174,-77.58023197024873,True
20211222,20200109,05:30,LA LIBERTAD,PE-1NF,9,DESPISTE,0,0,9.0,2020-01-09,PE-1NF,-7.7728592273258865,-79.12734620919049,True
20211222,20200109,15:25,CAJAMARCA,PE-06B,11,CHOQUE,0,3,11.0,2020-01-09,PE-06B,-6.62417385432131,-79.17266339362733,True
20211222,20200109,18:20,AREQUIPA,PE-34A,88,CHOQUE,0,1,88.0,2020-01-09,PE-34A,-16.08524756822264,-71.59753155397208,True
20211222,20200109,21:30,LAMBAYEQUE,PE-1N,89,CHOQUE,0,1,89.0,2020-01-09,PE-1N,-11.510274217605199,-77.29781520138859,True
20211222,20200109,22:15,AREQUIPA,PE-34A,120,CHOQUE,0,4,120.0,2020-01-09,PE-34A,-16.060452023281886,-71.35842202328186,True
20211222,20200109,07:20,JUNIN,PE-22,135,CHOQUE,0,0,135.0,2020-01-09,PE-22,-11.599456452505919,-76.17882190241232,True
20211222,20200109,23:00,ANCASH,PE-1N,432,ESPECIAL,0,1,432.0,2020-01-09,PE-1N,-9.145095154630145,-78.51315023859239,True
20211222,20200109,06:30,SAN MARTIN,PE-5N,634,ESPECIAL,0,1,634.0,2020-01-09,PE-5N,-8.20931834186022,-76.48985248844635,True
20211222,20200109,09:40,LA LIBERTAD,PE-1N,655,DESPISTE,0,5,655.0,2020-01-09,PE-1N,-7.493190150768722,-79.41364949232052,True
20211222,20200109,10:30,AREQUIPA,PE-1S,823,ATROPELLO,1,0,823.0,2020-01-09,PE-1S,-16.60366685061711,-72.77022937218591,True
20211222,20200109,20:10,CUSCO,PE-3S,1067,DESPISTE,0,2,1067.0,2020-01-09,PE-3S,-13.992638377354945,-71.47912408495708,True
20211222,20200110,23:50,TACNA,PE-1SD,28,CHOQUE,0,0,28.0,2020-01-10,PE-1SD,-16.709830377680348,-72.43667432194448,True
20211222,20200110,23:15,LIMA,PE-1S,70,DESPISTE,0,5,70.0,2020-01-10,PE-1S,-12.564491612551635,-76.70353879228901,True
20211222,20200110,12:00,ICA,PE-30A,71,DESPISTE,2,0,71.0,2020-01-10,PE-30A,-14.717836438035924,-74.54806963121756,True
20211222,20200110,20:30,CAJAMARCA,PE-06B,79,CHOQUE,0,2,79.0,2020-01-10,PE-06B,-6.571844436044437,-78.8797826134629,True
20211222,20200110,23:30,LIMA,PE-1S,91,ATROPELLO,1,0,91.0,2020-01-10,PE-1S,-12.88030885021823,-76.51103105481899,True
20211222,20200110,19:50,JUNIN,PE-3N,94,CHOQUE,0,0,94.0,2020-01-10,PE-3N,-10.858704243616158,-76.13280503957236,True
20211222,20200110,16:40,LIMA,PE-1S,101,CHOQUE,0,0,101.0,2020-01-10,PE-1S,-12.965579224110076,-76.49906866679817,True
20211222,20200110,17:25,LIMA,PE-1S,129,DESPISTE,0,1,129.0,2020-01-10,PE-1S,-12.718464192723818,-76.62264499159544,True
20211222,20200110,17:00,LAMBAYEQUE,PE-06A,167,DESPISTE,0,2,167.0,2020-01-10,PE-06A,-6.453156285516313,-78.94884951773302,True
20211222,20200110,05:00,AREQUIPA,PE-34A,179,DESPISTE,1,4,179.0,2020-01-10,PE-34A,-15.764218560835296,-70.99473497219276,True
20211222,20200110,06:45,ICA,PE-1S,195,CHOQUE,0,1,195.0,2020-01-10,PE-1S,-13.44633654971133,-76.13571373010595,True
20211222,20200110,02:30,AMAZONAS,PE-5N,264,DESPISTE,0,6,264.0,2020-01-10,PE-5N,-9.37090110094311,-75.03480394668844,True
20211222,20200110,17:40,LA LIBERTAD,PE-1N,506,ESPECIAL,0,0,506.0,2020-01-10,PE-1N,-8.474150440212366,-78.70879689335314,True
20211222,20200110,06:30,LA LIBERTAD,PE-1N,620,CHOQUE,0,4,620.0,2020-01-10,PE-1N,-7.760332885175515,-79.26757204082433,True
20211222,20200111,17:40,ANCASH,AN-110,3,CHOQUE,0,0,3.0,2020-01-11,AN-110,,,True
20211222,20200111,17:30,AREQUIPA,PE-34E,20,CHOQUE,0,10,20.0,2020-01-11,PE-34E,-15.913223014238339,-71.3771122315171,True
20211222,20200111,11:00,LIMA,PE-1N,22,ATROPELLO,0,2,22.0,2020-01-11,PE-1N,-11.9378101158105,-77.071652940994,True
20211222,20200111,10:45,LIMA,PE-1N,75,ESPECIAL,0,2,75.0,2020-01-11,PE-1N,-11.613182867318377,-77.23179150617773,True
20211222,20200111,03:20,LIMA,PE-22,87,CHOQUE,0,0,87.0,2020-01-11,PE-22,-11.78573755939325,-76.33445596411033,True
20211222,20200111,07:40,CAJAMARCA,PE-3N,94,CHOQUE,0,2,94.0,2020-01-11,PE-3N,-10.858704243616158,-76.13280503957236,True
20211222,20200111,07:46,LIMA,PE-22,100,CHOQUE,0,5,100.0,2020-01-11,PE-22,-11.737069789934658,-76.27081716074291,True
20211222,20200111,03:45,CUSCO,PE-28B,101,DESPISTE,0,0,101.0,2020-01-11,PE-28B,-12.804869817217103,-73.99282586851385,True
20211222,20200111,23:40,JUNIN,PE-3S,124,CHOQUE,0,0,124.0,2020-01-11,PE-3S,-12.065672229476357,-75.21746714620619,True
20211222,20200111,14:20,PUNO,PE-34H,131,CHOQUE,0,0,131.0,2020-01-11,PE-34H,-14.736741610912185,-69.62088822986983,True
20211222,20200111,22:10,JUNIN,PE-22,160,DESPISTE,0,0,160.0,2020-01-11,PE-22,-11.622936231693409,-75.98611727057623,True
20211222,20200111,06:45,ICA,PE-1S,187,CHOQUE,0,1,187.0,2020-01-11,PE-1S,-13.412506419483764,-76.17985460496799,True
20211222,20200111,20:30,LA LIBERTAD,PE-1N,518,CHOQUE,0,0,518.0,2020-01-11,PE-1N,-8.413170543522254,-78.79639097254264,True
20211222,20200111,17:05,AREQUIPA,PE-1S,587,DESPISTE,0,0,587.0,2020-01-11,PE-1S,-15.784378471336861,-74.41680271843428,True
20211222,20200111,20:30,LAMBAYEQUE,PE-1N,768,CHOQUE,0,1,768.0,2020-01-11,PE-1N,-6.867067652913684,-79.81683900592715,True
20211222,20200111,00:30,PIURA,PE-1N,971,CHOQUE,0,1,971.0,2020-01-11,PE-1N,-5.381777936434147,-80.61494650627013,True
20211222,20200111,05:00,AREQUIPA,PE-1S,987,CHOQUE,0,0,987.0,2020-01-11,PE-1S,-16.682993038047282,-71.87082728244027,True
20211222,20200111,01:30,CUSCO,PE-3S,993,CHOQUE,1,0,993.0,2020-01-11,PE-3S,-13.587120180094713,-71.80363067310361,True
20211222,20200111,04:30,CUSCO,PE-3S,1106,CHOQUE,0,2,1106.0,2020-01-11,PE-3S,-14.231036187759857,-71.2767983893995,True
20211222,20200111,11:40,MOQUEGUA,PE-1S,1261,CHOQUE,0,1,1261.0,2020-01-11,PE-1S,-17.86799125519044,-70.46875736147983,True
20211222,20200112,19:45,PUNO,PE-34H,6,CHOQUE,1,0,6.0,2020-01-12,PE-34H,-15.446356435787227,-70.0918643947271,True
20211222,20200112,04:10,LAMBAYEQUE,PE-08,9,CHOQUE,1,1,9.0,2020-01-12,PE-08,-7.305209032771205,-79.40063895535793,True
20211222,20200112,15:30,ANCASH,AN-111,20,DESPISTE,0,1,20.0,2020-01-12,AN-111,,,True
20211222,20200112,00:30,LIMA,PE-1N,43,CHOQUE,0,1,43.0,2020-01-12,PE-1N,-11.784974397177368,-77.15432990082249,True
20211222,20200112,01:10,LIMA,PE-22,60,CHOQUE,0,2,60.0,2020-01-12,PE-22,-11.897486623435295,-76.50174954295629,True
20211222,20200112,16:30,LIMA,PE-1N,63,DESPISTE,0,5,63.0,2020-01-12,PE-1N,-11.660382751403565,-77.19309849631924,True
20211222,20200112,06:40,LIMA,PE-1S,66,DESPISTE,0,0,66.0,2020-01-12,PE-1S,-12.533231153707273,-76.72128827591987,True
20211222,20200112,23:20,UCAYALI,PE-18C,96,CHOQUE,2,0,96.0,2020-01-12,PE-18C,-8.433669736941066,-74.52413021166365,True
20211222,20200112,07:30,LIMA,PE-22,98,DESPISTE,0,0,98.0,2020-01-12,PE-22,-11.742844841375657,-76.28697679623323,True
20211222,20200112,16:50,AREQUIPA,PE-1SD,119,DESPISTE,0,2,119.0,2020-01-12,PE-1SD,-17.074223557548933,-71.92981939578927,True
20211222,20200112,14:30,JUNIN,PE-3S,137,CHOQUE,0,3,137.0,2020-01-12,PE-3S,-12.16987811971258,-75.2078416418391,True
20211222,20200112,01:55,LIMA,PE-1N,159,CHOQUE,1,27,159.0,2020-01-12,PE-1N,-11.02528560117257,-77.59539687942902,True
20211222,20200112,08:55,ICA,PE-1S,199,DESPISTE,0,2,199.0,2020-01-12,PE-1S,-13.48239984615401,-76.13863094744637,True
20211222,20200112,21:30,ICA,PE-1S,225,CHOQUE,0,0,225.0,2020-01-12,PE-1S,-13.70614189786825,-76.15149745123108,True
20211222,20200112,17:20,AMAZONAS,PE-08B,277,DESPISTE,0,0,277.0,2020-01-12,PE-08B,-6.471003218438617,-77.86123925003886,True
20211222,20200112,14:50,ANCASH,PE-1N,320,ESPECIAL,0,0,320.0,2020-01-12,PE-1N,-9.929232190782535,-78.2200854209799,True
20211222,20200112,03:45,MADRE DE DIOS,PE-30C,329,DESPISTE,0,1,329.0,2020-01-12,PE-30C,-12.896000526247652,-69.95817281545405,True
20211222,20200112,04:20,ICA,PE-1S,357,CHOQUE,5,6,357.0,2020-01-12,PE-1S,-14.453621816275781,-75.44695691025612,True
20211222,20200112,06:20,SAN MARTIN,PE-5N,390,DESPISTE,0,0,390.0,2020-01-12,PE-5N,-8.97754357113893,-75.44424124285464,True
20211222,20200112,17:30,MADRE DE DIOS,PE-30C,460,DESPISTE,1,3,460.0,2020-01-12,PE-30C,-12.339030560872645,-69.16122977511868,True
20211222,20200112,13:10,LA LIBERTAD,PE-1N,521,CHOQUE,0,3,521.0,2020-01-12,PE-1N,-8.406576634477572,-78.82284018698138,True
20211222,20200112,15:00,AREQUIPA,PE-1S,576,CHOQUE,0,1,576.0,2020-01-12,PE-1S,-15.717539303462578,-74.47261015738457,True
