anio,mes,entidad,concesion,siglas,peaje,clase,TIPO_TARIFA,tipo_vehiculo,TIPO_EJE_VEH,NRO_EJES,CANTIDAD VEHICULOS,cant_vehiculos
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,6198,6198
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,6792,6792
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,7 ejes,83,83
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,7 ejes,8,8
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,3 ejes,7519,7519
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,6 ejes,2427,2427
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,4 ejes,369,369
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,2 ejes,300,300
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,11420,11420
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,2576,2576
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,4 ejes,34,34
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,6 ejes,2734,2734
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,6739,6739
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,3276,3276
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,812,812
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,276,276
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,2706,2706
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,3 ejes,6610,6610
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,2 ejes,1184,1184
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,138,138
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,17019,17019
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,170057,170057
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,5 ejes,476,476
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,7 ejes,4,4
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,2 ejes,338,338
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,5276,5276
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,20180,20180
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,3506,3506
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,21034,21034
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,5 ejes,346,346
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Diferenciada o Poli¿tica Comercial,PESADO,EJE VEHICULO DIFERENCIADO,2 ejes Dif. 1,13588,13588
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,3 ejes,3189,3189
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Diferenciada o Poli¿tica Comercial,LIGERO,EJE VEHICULO DIFERENCIADO,Ligeros Dif 1,5016,5016
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,6 ejes,1993,1993
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,4626,4626
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,188,188
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa Diferenciada o Poli¿tica Comercial,PESADO,EJE VEHICULO DIFERENCIADO,2 ejes Dif. 1,9107,9107
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,28406,28406
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,6739,6739
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,2 ejes,5291,5291
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,12212,12212
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,3 ejes,6792,6792
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,7 ejes,8,8
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,6 ejes,8932,8932
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,152,152
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,36468,36468
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,4716,4716
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,25199,25199
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Diferenciada o Poli¿tica Comercial,PESADO,EJE VEHICULO DIFERENCIADO,2 ejes Dif. 2,7487,7487
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,28532,28532
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,1669,1669
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,5 ejes,468,468
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa No Efectivo Telepass,LIGERO,EJE VEHICULO,Ligeros,266,266
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,17646,17646
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa No Efectivo Telepass,LIGERO,EJE VEHICULO,Ligeros,2920,2920
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,28297,28297
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,152575,152575
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,5 ejes,334,334
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,22792,22792
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,26876,26876
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,4 ejes,34,34
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa No Efectivo Telepass,LIGERO,EJE VEHICULO,Ligeros,496,496
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,8646,8646
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,4567,4567
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,87238,87238
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,4 ejes,366,366
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,5 ejes,96,96
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,398,398
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,7 ejes,6,6
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,313,313
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,6 ejes,1474,1474
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Sullana,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,4 ejes,771,771
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,2 ejes,2520,2520
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Bayovar,PAGANTES,Tarifa No Efectivo Telepass,PESADO,EJE VEHICULO,3 ejes,6504,6504
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,757,757
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,15572,15572
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Pacanguilla,PAGANTES,Tarifa No Efectivo Telepass,LIGERO,EJE VEHICULO,Ligeros,1068,1068
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Chicama,PAGANTES,Tarifa No Efectivo Telepass,LIGERO,EJE VEHICULO,Ligeros,687,687
2019,1,CONCESIONARIA VIAL DEL SOL S.A.,Autopista del Sol  Tramo Trujillo-Sullana,ASO,Mórrope,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,46712,46712
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Ccasacancha,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,798,798
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,5,5
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,1487,1487
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,186,186
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,San Juan de Marcona,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,2913,2913
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,5043,5043
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,San Juan de Marcona,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,311,311
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pichirhua,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,3089,3089
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,San Juan de Marcona,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,2165,2165
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,San Juan de Marcona,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,4,4
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,5439,5439
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,San Juan de Marcona,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,36659,36659
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,5985,5985
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Ccasacancha,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,7024,7024
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pichirhua,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,4448,4448
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,San Juan de Marcona,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,17,17
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,20,20
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Ccasacancha,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,409,409
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,4232,4232
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pichirhua,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,792,792
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Ccasacancha,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,42309,42309
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,San Juan de Marcona,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,7363,7363
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pichirhua,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,4255,4255
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,9638,9638
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,339,339
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,813,813
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pichirhua,EXONERADOS,SIN ESPECIFICAR,SIN ESPECIFICAR,EJE VEHICULO DIFERENCIADO,,510,510
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,San Juan de Marcona,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,356,356
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,516,516
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampamarca,PAGANTES,Tarifa Normal,LIGERO,EJE VEHICULO,Ligeros,6222,6222
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Ccasacancha,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,21,21
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,2 ejes,2703,2703
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,8 ejes,5,5
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pichirhua,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,526,526
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Ccasacancha,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,3 ejes,5614,5614
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,33,33
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pichirhua,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,7 ejes,27,27
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,5 ejes,842,842
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Pampa Galeras,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,4 ejes,603,603
2019,1,CARRETERA ANDINA DEL SUR S.A.C.,Corredor Vial Interoceánico Sur Perú -Brasil  Tramo 1: Marcona - Urcos,IS1,Ccasacancha,PAGANTES,Tarifa Normal,PESADO,EJE VEHICULO,6 ejes,4953,4953
