CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,lat,lon,fecha,fallecidos,"('ruta',)",km_red,dist_linea_km,tramo_km0,tramo_km1
A-2021-01-139,14/01/2021,18:30,CHOQUE,1,1,1.0,APURIMAC,ABANCAY,TAMBURCO,URBANA,CARRETERA,NACIONAL,PE-3S,-13.614821498578369,-72.86526021208026,SOLEADO,INDUSTRIAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-13.614821498578369,-72.86526021208026,2021-01-14,1,PE-3S,783.1693021811407,0.017873092837300292,782.281,783.281
A-2021-01-125,14/01/2021,19:30,CHOQUE,1,1,2.0,SAN MARTIN,HUALLAGA,SACANCHE,RURAL,CARRETERA,NACIONAL,PE-5N,-7.073887318598815,-76.72643989863553,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-7.073887318598815,-76.72643989863553,2021-01-14,1,PE-5N,827.9513893946103,0.007461368811375068,819.283,838.497
A-2021-01-245,16/01/2021,12:30,CHOQUE,1,4,2.0,JUNIN,JAUJA,LLOCLLAPAMPA,RURAL,CARRETERA,NACIONAL,PE-3S,-11.7902744,-75.5797941,SOLEADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-11.7902744,-75.5797941,2021-01-16,1,PE-3S,61.63960882205181,0.0013613611204022615,35.374,66.193
A-2021-01-322,16/01/2021,15:30,ATROPELLO,1,0,0.0,PIURA,TALARA,MANCORA,URBANA,CARRETERA,NACIONAL,PE-1N,-4.106487634262628,-81.0503375330624,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),-4.106487634262628,-81.0503375330624,2021-01-16,1,PE-1N,1175.8400033146063,0.033010053404968105,1154.212,1178.129
A-2021-01-120,16/01/2021,16:00,CHOQUE,1,0,2.0,CAJAMARCA,HUALGAYOC,BAMBAMARCA,RURAL,CARRETERA,NACIONAL,PE-3N,-6.644675,-78.562526,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-6.644675,-78.562526,2021-01-16,1,PE-3N,1403.8849319878027,0.005514162002563482,1395.64,1408.11
A-2021-01-410,16/01/2021,21:00,DESPISTE,1,0,1.0,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,RURAL,CARRETERA,NACIONAL,PE-08B,-6.56383559956039,-77.8300923222641,LLUVIOSO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.56383559956039,-77.8300923222641,2021-01-16,1,PE-08B,264.36177049445433,0.00806566312932541,252.357,272.298
A-2021-01-121,17/01/2021,04:00,DESPISTE,1,0,1.0,CAJAMARCA,HUALGAYOC,BAMBAMARCA,RURAL,CARRETERA,NACIONAL,PE-3N,-6.68536,-78.535275,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-6.68536,-78.535275,2021-01-17,1,PE-3N,1387.3945147605134,0.0063722168128327785,1375.776,1390.575
A-2021-01-377,17/01/2021,05:30,VOLCADURA,1,0,1.0,LIMA,HUAURA,HUAURA,RURAL,CARRETERA,NACIONAL,PE-1NE,-11.081563591935444,-77.48472744108078,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.081563591935444,-77.48472744108078,2021-01-17,1,PE-1NE,11.758031453201637,0.005072583199275731,0.0,12.62
A-2021-01-129,17/01/2021,08:00,CAÍDA DE PASAJERO,1,0,0.0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-12.05437213181773,-77.14261674714892,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),-12.05437213181773,-77.14261674714892,2021-01-17,1,PE-20,15.527010522289808,0.0015015742860757973,14.331,16.431
A-2021-01-138,17/01/2021,16:00,CHOQUE FUGA,1,1,1.0,AMAZONAS,BONGARA,CHURUJA,URBANA,CARRETERA,NACIONAL,PE-08C,-6.022337627219859,-77.95092654049742,DESPEJADO,RURAL,OTRO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.022337627219859,-77.95092654049742,2021-01-17,1,PE-08C,29.050455037560408,0.0010492055711100916,28.997,31.931
A-2021-01-225,17/01/2021,20:15,CHOQUE,1,3,2.0,LA LIBERTAD,CHEPEN,PACANGA,RURAL,CARRETERA,NACIONAL,PE-1N,-7.16757,-79.440498,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.16757,-79.440498,2021-01-17,1,PE-1N,713.1347815415631,0.0001528978655670571,708.764,715.634
A-2021-01-123,17/01/2021,23:40,CHOQUE,1,1,2.0,HUANUCO,LEONCIO PRADO,LUYANDO,RURAL,CARRETERA,NACIONAL,PE-18A,-9.267493,-75.989647,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-9.267493,-75.989647,2021-01-17,1,PE-18A,127.15038791078427,0.024591679637157367,124.373,138.636
A-2021-01-131,18/01/2021,06:30,DESPISTE,3,0,1.0,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,RURAL,CARRETERA,NACIONAL,PE-5N,-8.746876,-76.16051,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO,-8.746876,-76.16051,2021-01-18,3,PE-5N,548.9208641516772,0.00585204557607549,544.201,549.38
A-2021-01-217,18/01/2021,08:25,CHOQUE,1,7,2.0,CUSCO,QUISPICANCHI,CCATCA,RURAL,CARRETERA,NACIONAL,PE-30C,-13.623972,-71.58057,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),-13.623972,-71.58057,2021-01-18,1,PE-30C,18.810223242550638,0.028370688147916115,0.0,20.076
A-2021-01-240,18/01/2021,13:30,CHOQUE,2,2,2.0,PUNO,SAN ROMAN,SAN MIGUEL,RURAL,CARRETERA,NACIONAL,PE-3S,-15.4318244,-70.1419972,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),INFORMATIVA (I),SI,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),-15.4318244,-70.1419972,2021-01-18,2,PE-3S,1309.6221175116184,8.502625851938396e-05,1292.44,1312.95
A-2021-01-241,19/01/2021,07:00,ATROPELLO,1,0,1.0,JUNIN,JAUJA,PARCO,URBANA,CARRETERA,NACIONAL,PE-3S,-11.7990963,-75.5462135,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,-11.7990963,-75.5462135,2021-01-19,1,PE-3S,67.00998297360061,0.001885901578207872,66.193,74.944
A-2021-01-331,19/01/2021,10:30,ATROPELLO,1,0,1.0,LAMBAYEQUE,LAMBAYEQUE,OLMOS,RURAL,CARRETERA,NACIONAL,PE-1NJ,-5.798397,-79.835812,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-5.798397,-79.835812,2021-01-19,1,PE-1NJ,114.7336006108512,0.003413895592131295,96.682,124.682
A-2021-01-403,19/01/2021,10:31,DESPISTE,1,0,1.0,CUSCO,QUISPICANCHI,CAMANTI,RURAL,CARRETERA,NACIONAL,PE-30C,-13.185256374970326,-70.42503835104611,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-13.185256374970326,-70.42503835104611,2021-01-19,1,PE-30C,237.49969590833268,0.00013572650971377067,235.11,240.534
A-2021-01-344,19/01/2021,20:30,ATROPELLO,1,0,1.0,AREQUIPA,CARAVELI,CHALA,URBANA,CARRETERA,NACIONAL,PE-1S,-15.848355,-74.258278,DESPEJADO,RURAL,OTRO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-15.848355,-74.258278,2021-01-19,1,PE-1S,612.4484256970338,0.001570971025568755,606.35,616.348
A-2021-01-149,19/01/2021,21:21,DESPISTE,1,1,2.0,ICA,ICA,SALAS,URBANA,CARRETERA,NACIONAL,PE-1S,-14.001949,-75.767842,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-14.001949,-75.767842,2021-01-19,1,PE-1S,289.04222429465653,0.0005912571476626926,288.791,292.788
A-2021-01-161,21/01/2021,14:00,DESPISTE,1,3,1.0,PIURA,MORROPON,BUENOS AIRES,RURAL,CARRETERA,NACIONAL,PE-02A,-5.283625,-79.9524199,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-5.283625,-79.9524199,2021-01-21,1,PE-02A,22.417540197002698,0.0007120517714626646,19.72,51.787
A-2021-01-308,21/01/2021,16:30,ATROPELLO,1,0,1.0,JUNIN,JUNIN,CARHUAMAYO,RURAL,CARRETERA,NACIONAL,PE-3N,-10.9409313,-76.0498808,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-10.9409313,-76.0498808,2021-01-21,1,PE-3N,80.7911209883035,0.0021469993127888505,73.085,86.375
A-2021-01-177,21/01/2021,16:40,DESPISTE,1,3,1.0,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,-14.33265468433435,-75.664020917132,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE NEUMÁTICOS,-14.33265468433435,-75.664020917132,2021-01-21,1,PE-1S,329.22556577225606,0.004268427444984064,318.083,339.179
A-2021-01-323,21/01/2021,17:30,ATROPELLO,1,0,0.0,PIURA,SULLANA,SULLANA,URBANA,CARRETERA,NACIONAL,PE-1N,-4.911118771722453,-80.69726784119618,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),NO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),-4.911118771722453,-80.69726784119618,2021-01-21,1,PE-1N,1029.7995566778743,0.0048099777516922015,1029.134,1032.817
A-2021-01-157,21/01/2021,18:40,ATROPELLO,1,0,0.0,JUNIN,HUANCAYO,CHILCA,URBANA,CARRETERA,NACIONAL,PE-3SC,-12.0831302,-75.2030827,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.0831302,-75.2030827,2021-01-21,1,PE-3SC,0.6593604192578221,0.002235071726214912,0.0,0.803
A-2021-01-170,22/01/2021,21:00,CHOQUE,1,0,2.0,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,CARRETERA,NACIONAL,PE-34A,-16.3180079,-71.6027605,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-16.3180079,-71.6027605,2021-01-22,1,PE-34A,47.150364960389666,0.00961126803288439,43.306,60.488
A-2021-01-301,23/01/2021,06:00,CHOQUE FUGA,1,1,2.0,JUNIN,CONCEPCION,CONCEPCION,URBANA,CARRETERA,NACIONAL,PE-3S,-11.9108847,-75.3279751,LLUVIOSO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.9108847,-75.3279751,2021-01-23,1,PE-3S,101.73829029532797,0.004740607214043531,98.257,102.336
A-2021-01-287,23/01/2021,07:00,CHOQUE,1,2,2.0,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,RURAL,CARRETERA,NACIONAL,PE-34H,-14.90459240150889,-69.7541340962868,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO,-14.90459240150889,-69.7541340962868,2021-01-23,1,PE-34H,101.52592167795567,0.0011765754102200181,90.396,126.735
A-2021-01-362,23/01/2021,08:31,CHOQUE,1,1,2.0,AYACUCHO,HUAMANGA,VINCHOS,URBANA,CARRETERA,NACIONAL,PE-28A,-13.341398,-74.538772,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-13.341398,-74.538772,2021-01-23,1,PE-28A,262.85274341163034,0.0023233907687203264,245.051,264.665
A-2021-01-272,23/01/2021,17:35,ATROPELLO,1,0,0.0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.897187,-77.067866,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.897187,-77.067866,2021-01-23,1,PE-1N,26.686217721631547,0.0019627927181535515,26.375,26.763
A-2021-01-218,23/01/2021,19:50,ATROPELLO,1,0,1.0,CUSCO,URUBAMBA,OLLANTAYTAMBO,RURAL,CARRETERA,NACIONAL,PE-28B,-13.258314,-72.250823,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-13.258314,-72.250823,2021-01-23,1,PE-28B,605.1133499724187,0.009574957699504645,602.979,622.809
A-2021-01-176,23/01/2021,20:25,DESPISTE,2,0,1.0,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,CARRETERA,NACIONAL,PE-34A,-16.3944495,-71.5835,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.3944495,-71.5835,2021-01-23,2,PE-34A,37.1644788348742,0.003517578990045962,35.922,38.781
A-2021-01-199,24/01/2021,02:10,CHOQUE,1,0,2.0,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,-14.278243270178807,-75.68278177837077,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-14.278243270178807,-75.68278177837077,2021-01-24,1,PE-1S,322.7281962124775,0.005220364937337737,318.083,339.179
A-2021-01-193,24/01/2021,08:20,CHOQUE,1,5,2.0,SAN MARTIN,PICOTA,PICOTA,RURAL,CARRETERA,NACIONAL,PE-5N,-6.9250035300956325,-76.34251605692607,LLUVIOSO,RURAL,OTRO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-6.9250035300956325,-76.34251605692607,2021-01-24,1,PE-5N,882.6132295378071,0.013737368045729694,882.04,883.696
A-2021-01-195,24/01/2021,20:10,DESPISTE,1,0,,CALLAO,CALLAO,VENTANILLA,URBANA,CARRETERA,NACIONAL,PE-20,-11.881892360721375,-77.12626527470516,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.881892360721375,-77.12626527470516,2021-01-24,1,PE-20,6.591130901696012,0.01278101881135384,0.0,19.45
A-2021-01-334,26/01/2021,07:00,ATROPELLO FUGA,1,0,0.0,ICA,PISCO,TUPAC AMARU INCA,URBANA,CARRETERA,NACIONAL,PE-1S,-13.706171,-76.151294,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,PREVENTIVA (P),REGULADORA (R),,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.706171,-76.151294,2021-01-26,1,PE-1S,224.99698080342654,0.022675433454584573,224.396,229.711
A-2021-01-407,26/01/2021,15:15,CHOQUE,1,0,2.0,SAN MARTIN,MARISCAL CACERES,HUICUNGO,RURAL,CARRETERA,NACIONAL,PE-10B,-7.316294859438296,-76.77509505872386,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,INFORMATIVA (I),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-7.316294859438296,-76.77509505872386,2021-01-26,1,PE-10B,281.8931118870163,0.0036137197722369134,281.215,284.115
A-2021-01-207,26/01/2021,18:00,ESPECIAL,1,0,0.0,PUNO,CHUCUITO,DESAGUADERO,URBANA,CARRETERA,NACIONAL,PE-36A,-16.58229113,-69.06036235,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-16.58229113,-69.06036235,2021-01-26,1,PE-36A,304.1504491155404,0.004545030718363256,299.225,305.304
A-2021-01-214,26/01/2021,19:10,ATROPELLO,1,0,0.0,PUNO,PUNO,PUNO,URBANA,CARRETERA,NACIONAL,PE-3S,-15.844639,-70.028528,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,-15.844639,-70.028528,2021-01-26,1,PE-3S,1363.2088233893262,0.004145088850534525,1362.632,1364.762
A-2021-01-242,26/01/2021,19:45,ATROPELLO,1,0,1.0,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,URBANA,CARRETERA,NACIONAL,PE-36A,-17.20663,-70.921486,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,-17.20663,-70.921486,2021-01-26,1,PE-36A,6.548956772935778,0.003717027057547846,0.0,9.6
A-2021-01-229,27/01/2021,07:30,ATROPELLO,1,0,1.0,TACNA,TACNA,TACNA,URBANA,CARRETERA,NACIONAL,PE-40,-18.00906,-70.231249,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-18.00906,-70.231249,2021-01-27,1,PE-40,5.409517533842738,0.012161575695808655,5.06,8.486
A-2021-01-406,27/01/2021,10:30,VOLCADURA,1,0,2.0,HUANUCO,PACHITEA,UMARI,RURAL,CARRETERA,NACIONAL,PE-18B,-9.833197,-76.065763,DESPEJADO,RURAL,SINUOSA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-9.833197,-76.065763,2021-01-27,1,PE-18B,5.551272118583772,0.0004904216101334112,0.0,7.376
A-2021-01-237,27/01/2021,16:00,DESPISTE,1,0,1.0,LAMBAYEQUE,CHICLAYO,PIMENTEL,RURAL,CARRETERA,NACIONAL,PE-1N,-6.737074,-79.881409,SOLEADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.737074,-79.881409,2021-01-27,1,PE-1N,788.9058115146689,0.017030809351665205,782.244,795.961
A-2021-01-279,27/01/2021,16:00,CHOQUE,1,0,2.0,LAMBAYEQUE,CHICLAYO,LAGUNAS,URBANA,CARRETERA,NACIONAL,PE-1N,-6.985744,-79.629806,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.985744,-79.629806,2021-01-27,1,PE-1N,742.5255362434823,0.002938430326597393,735.458,744.046
A-2021-01-329,27/01/2021,18:00,DESPISTE,1,0,1.0,JUNIN,YAULI,PACCHA,RURAL,CARRETERA,NACIONAL,PE-3N,-11.4378895,-75.935218,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.4378895,-75.935218,2021-01-27,1,PE-3N,14.030221567769347,0.00021997373546787127,12.501,16.826
A-2021-01-282,28/01/2021,05:00,CHOQUE FUGA,1,1,,LIMA,LIMA,COMAS,RURAL,CARRETERA,NACIONAL,PE-1N,-11.932369,-77.072179,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-11.932369,-77.072179,2021-01-28,1,PE-1N,22.61023556582876,0.0010963013171804733,22.367,22.738
A-2021-01-268,28/01/2021,16:30,CHOQUE,1,4,2.0,PIURA,SECHURA,CRISTO NOS VALGA,RURAL,CARRETERA,NACIONAL,PE-1N,-5.573981,-80.580521,DESPEJADO,RURAL,OTRO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-5.573981,-80.580521,2021-01-28,1,PE-1N,949.3825641132436,0.02532899877948067,943.899,972.935
A-2021-01-341,29/01/2021,07:00,ATROPELLO,1,0,1.0,LAMBAYEQUE,CHICLAYO,REQUE,URBANA,CARRETERA,NACIONAL,PE-1N,-6.876218,-79.816787,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.876218,-79.816787,2021-01-29,1,PE-1N,766.9719603708111,0.0006559821525616833,766.257,770.298
A-2021-01-340,29/01/2021,08:20,DESPISTE,2,0,1.0,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,RURAL,CARRETERA,NACIONAL,PE-08B,-6.3407682286398686,-77.50705857466426,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.3407682286398686,-77.50705857466426,2021-01-29,2,PE-08B,398.9924744188873,0.003532006276524551,398.204,403.694
A-2021-01-292,29/01/2021,11:10,CHOQUE,4,0,2.0,PUNO,SAN ROMAN,CABANILLAS,RURAL,CARRETERA,NACIONAL,PE-34A,-15.6609065,-70.4690692,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-15.6609065,-70.4690692,2021-01-29,4,PE-34A,255.53711091107706,0.000705586625665712,239.618,277.096
A-2021-01-290,29/01/2021,17:40,DESPISTE,1,5,1.0,ANCASH,HUARAZ,INDEPENDENCIA,RURAL,CARRETERA,NACIONAL,PE-14,-9.5553723,-77.6120294,LLUVIOSO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-9.5553723,-77.6120294,2021-01-29,1,PE-14,115.44286739731186,4.765006840743758e-05,112.987,118.469
A-2021-01-325,29/01/2021,20:30,ATROPELLO,1,0,1.0,PUNO,SAN ROMAN,CARACOTO,RURAL,CARRETERA,NACIONAL,PE-3S,-15.5359261,-70.1144705,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),-15.5359261,-70.1144705,2021-01-29,1,PE-3S,1324.4612692244266,0.004457987573266981,1323.94,1362.632
A-2021-01-349,29/01/2021,20:58,DESPISTE,1,2,1.0,PUNO,LAMPA,CALAPUJA,RURAL,CARRETERA,NACIONAL,PE-3S,-15.2802355,-70.2564289,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,INFORMATIVA (I),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-15.2802355,-70.2564289,2021-01-29,1,PE-3S,1288.3641334518165,0.006822210670342473,1273.286,1292.44
A-2021-01-247,30/01/2021,04:00,ATROPELLO FUGA,1,0,0.0,LIMA,HUAURA,HUACHO,RURAL,CARRETERA,NACIONAL,PE-1N,-11.169286827738713,-77.58567814112875,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.169286827738713,-77.58567814112875,2021-01-30,1,PE-1N,142.20988417265733,0.0064528181611105545,128.204,143.186
A-2021-01-285,30/01/2021,05:00,ATROPELLO,1,0,1.0,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,RURAL,CARRETERA,NACIONAL,PE-3N,-7.818645,-78.019036,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.818645,-78.019036,2021-01-30,1,PE-3N,1104.5493718897574,0.0030693657149980787,1103.459,1111.994
