id_tramo,lon_mid,lat_mid,dist_ingemmet_km,ingemmet_c5km,dist_peajes_km,dist_cinemometros_km,cinemometros_c2km,cinemometros_c10km
71,-72.13820002349993,-16.372978151999945,1.7456253216876905,13.0,49.17642539497381,24.910252741597624,0.0,0.0
72,-72.10580999899992,-16.38807149699994,3.143719024720931,5.0,46.34354778435072,21.069109636943026,0.0,0.0
73,-72.63210847599993,-16.646453955499936,3.0377391436395746,1.0,0.7038326991472666,6.872106572932664,0.0,104.0
74,-72.63016876999993,-16.595762704999913,6.135244563864345,0.0,5.557637650721421,1.2439516968497395,43.0,104.0
75,-72.62903591549991,-16.620671065999915,5.192255512375125,1.0,2.7908501486984263,3.9925366066694505,0.0,104.0
76,-72.4641157449999,-16.522861304999935,5.209478565821668,0.0,21.958124283297508,18.262522564870537,0.0,0.0
77,-72.02277332399993,-16.42461232949995,2.24630020972482,2.0,37.29047783374852,11.324953966138713,0.0,0.0
78,-72.18335701799992,-16.379756200999935,2.6271715616205276,8.0,46.07530052934992,29.074264968760993,0.0,0.0
79,-78.90617264599993,-8.291776746999915,2.8357390209335676,1.0,10.829894720596428,7.70014870160573,0.0,2876.0
80,-78.71196507599993,-7.251287867999935,1.4573895898821987,35.0,82.65552776029331,84.74314823407295,0.0,0.0
81,-75.78245120999995,-13.964645954999924,0.9895948143142976,1.0,13.885585430284069,47.96521727078151,0.0,0.0
82,-77.72014849999991,-10.667848499999934,2.814234388055242,3.0,11.422264028143246,7.313220966118081,0.0,568.0
83,-69.61570771049995,-14.60646801799993,3.619298417911967,2.0,73.50290131351,118.15444215329443,0.0,0.0
84,-72.81180016899995,-13.82179429699994,2.6311257066282128,4.0,27.250309657890043,266.34080867290754,0.0,0.0
85,-75.53602029699991,-10.21671640349993,4.716094992104255,5.0,72.71157807300698,158.61075007847052,0.0,0.0
86,-76.77585034449993,-10.632994111499954,0.4660700539887694,26.0,83.70579392714191,96.33784711677022,0.0,0.0
87,-76.86467595599993,-10.561129567999927,0.7277801849116793,11.0,86.74826505566645,95.37018727013954,0.0,0.0
88,-76.78489452299993,-10.613272573499955,0.4356090289489693,23.0,83.05763294071254,98.61319446353606,0.0,0.0
89,-81.01323078399992,-5.850059488499909,7.166918868690948,0.0,76.31597640127896,72.42295961494172,0.0,0.0
90,-79.00862206349993,-8.15300950449992,3.3734740232542237,2.0,23.444022404650365,1.1177475439132782,326.0,6589.0
91,-78.71132440349993,-8.489475954499937,3.400821546466049,2.0,20.54439528968913,2.4602094843040834,0.0,8036.0
92,-78.62870066749994,-8.948070393499933,3.8959039609690382,1.0,16.730511084318373,14.918019468562065,0.0,0.0
93,-76.73230131749992,-7.1667584969999325,0.9472471067364772,12.0,107.31262909173317,262.0148399302944,0.0,0.0
94,-76.74418756899993,-7.144116133499921,1.69808788265936,16.0,105.72099818151713,262.3328075722178,0.0,0.0
95,-69.27529777749993,-14.174646767999917,0.7333963152048021,11.0,117.80377733238933,177.82129545164355,0.0,0.0
96,-76.53357179949992,-7.046729609999943,1.658038697882785,3.0,86.30765225238953,287.6659748796198,0.0,0.0
97,-76.6206405449999,-7.072021475499923,0.7248351763408996,25.0,92.44859574167992,278.1146206327365,0.0,0.0
98,-76.30457155399992,-6.765919283499926,0.26649372413764366,24.0,50.49173668732869,326.19769013236936,0.0,0.0
99,-76.33575264699991,-6.548175311999927,1.054039780893788,31.0,26.91775176714775,338.1898243003568,0.0,0.0
100,-76.31679684199992,-6.5835518164999485,0.9162904982981757,36.0,30.41187803458869,337.348569729474,0.0,0.0
101,-76.31485566549992,-6.625827469999933,2.456804696334372,19.0,35.05236563712719,334.60913283131725,0.0,0.0
102,-79.81420388299995,-4.637459797999952,0.5088014035131406,12.0,72.75122589769708,102.43956077224476,0.0,0.0
103,-78.50495805049991,-7.207805109999924,1.6013008004018507,35.0,98.10109896440125,102.38955396089219,0.0,0.0
104,-72.18723825699993,-13.284763082999945,3.046775212615486,9.0,115.94925071961285,328.40326843957786,0.0,0.0
105,-71.92669124549994,-13.358871604999933,0.8139421609723829,8.0,123.73582514470668,305.42183837119563,0.0,0.0
106,-72.35215011999992,-13.112516190999912,1.3591967303159072,6.0,116.01687124017687,346.04980562891404,0.0,0.0
107,-72.26648387349994,-13.257460190499927,2.1067297848203084,9.0,111.13972959206194,338.9909335692032,0.0,0.0
108,-72.38920074949993,-13.07337508099991,0.5161240223414991,6.0,116.87761824022402,342.5904672902072,0.0,0.0
109,-71.88721597099993,-13.402395122499911,1.7009429909198033,18.0,119.90107956117974,299.0308469189086,0.0,0.0
110,-72.01350292849992,-13.31702877899994,2.4576201938574394,3.0,129.65037473981417,314.5269146238983,0.0,0.0
111,-71.73126651249993,-13.576777553999932,1.5303606574111337,13.0,107.33599194791856,273.58582957773376,0.0,0.0
112,-70.21326990849991,-14.325580592499932,0.9510655694480892,8.0,26.899341193077376,137.5702741006591,0.0,0.0
113,-69.36250070799991,-14.911104444499927,13.889439369242304,0.0,108.02450384575636,107.34271345284223,0.0,0.0
114,-69.68329481349994,-15.216098285499925,0.7024104678754083,5.0,95.90905765834637,59.08126891658955,0.0,0.0
115,-69.50234330499993,-15.100360089999924,2.672146637167432,2.0,104.80299659093666,82.2667615012797,0.0,0.0
116,-69.42205632949992,-15.06647079499993,9.047698677464671,0.0,109.95048428129314,91.3968517969534,0.0,0.0
117,-80.01852558449994,-4.589692148499921,3.5499373637496556,5.0,67.17458222965368,83.54792478595611,0.0,0.0
118,-79.2930546874999,-6.803301907499957,0.3927069520533865,22.0,23.121206854846157,41.818709087295176,0.0,0.0
119,-79.22983848299992,-6.808424937499922,0.45209036037433625,19.0,29.639383620029495,47.616152799690255,0.0,0.0
120,-77.19793288799991,-11.629053931999948,2.4731182705732557,10.0,13.279563998533845,1.3959000495355263,2.0,13090.0
121,-79.1594252109999,-6.852672092499944,3.758133577424528,2.0,38.75573776001248,52.901539082359186,0.0,0.0
122,-74.00076224049991,-13.814559562999932,3.6516060379401734,5.0,73.35414420326313,154.71391668147933,0.0,0.0
123,-71.14105600499991,-17.597723273999947,6.9512188942737225,0.0,11.03265013557482,3.7011518599086233,0.0,563.0
124,-78.51636454399994,-6.760999015999943,1.492362832061303,6.0,106.17345716743665,124.139908405237,0.0,0.0
125,-73.92770811249991,-13.890722472499931,0.38933044394388616,9.0,84.36543155581643,155.8827453237045,0.0,0.0
126,-78.52115344949993,-6.685499190999934,0.7612510701070404,10.0,102.80537188085009,125.72619854860785,0.0,0.0
127,-79.37656974749993,-7.348168372999908,1.4649498715330964,9.0,10.34053906327938,46.49762207962985,0.0,0.0
128,-73.85229751749992,-14.088150623499928,2.309920400013289,1.0,76.88252448728736,151.6265983655321,0.0,0.0
129,-77.19206719649992,-9.41933808549993,0.8176326058788306,15.0,55.97891371489605,118.62573231796388,0.0,0.0
130,-77.17344927249994,-9.379154792999941,1.0382765730246333,17.0,60.891765694046946,121.47855465353746,0.0,0.0
131,-78.57735977849993,-6.861663849999928,5.965108153587705,0.0,100.79824320616785,115.51859872798296,0.0,0.0
132,-77.07728172449993,-11.865263631999937,0.7513043904874532,49.0,14.949005212835951,13.845364078709594,0.0,0.0
133,-73.04531732599992,-13.694444594999936,0.06700223463096833,5.0,23.536659987793694,249.116211363567,0.0,0.0
134,-77.26047614949994,-11.591318466999923,2.4174663297673997,6.0,19.915449533579373,0.9230378385944028,7852.0,18454.0
135,-77.17979183499995,-9.402546215499939,0.2689727724126533,17.0,58.23868741705961,120.28604727515572,0.0,0.0
136,-78.7912603204999,-7.420545620499922,0.10241863021290075,5.0,63.079058397059704,64.21417723028607,0.0,0.0
137,-75.05558109299994,-12.284183501999934,1.3427127741918825,5.0,20.930964988308048,47.21067705395475,0.0,0.0
138,-79.12953937749992,-6.86960893199992,7.546252083560844,0.0,42.54565488622031,55.50873866509389,0.0,0.0
139,-77.18796399599992,-9.406107118999927,0.5515664437277624,16.0,57.50441804992437,119.33168877411218,0.0,0.0
140,-73.32192618499994,-15.340152229999944,0.7981561591845273,6.0,103.5174533378438,155.65097235560063,0.0,0.0
141,-73.33532800549995,-15.320695083499942,1.8623742790467244,9.0,105.21220062626837,158.2376646340329,0.0,0.0
142,-73.3992034179999,-15.262968593499949,1.6504074295265836,5.0,109.93081205921621,167.17040617785042,0.0,0.0
143,-80.47724724949992,-3.6035859239999297,0.4144514585147557,41.0,60.94007420835041,149.31188140791855,0.0,0.0
144,-78.78394160199994,-6.432605709999933,2.18145039780124,1.0,76.0408916020592,111.47264712105196,0.0,0.0
145,-79.88125562999991,-6.788765505499924,1.821251085524024,2.0,13.6488218989611,13.931203331878038,0.0,0.0
146,-79.19491680849993,-6.823666612999915,1.1874963522390152,9.0,33.85105949095952,50.38665915080866,0.0,0.0
147,-78.71094004099993,-6.510988643499928,4.019135139304334,2.0,85.38710818399001,113.74785275789408,0.0,0.0
148,-79.08141783349993,-7.743948631499933,2.9303789882281497,3.0,15.746581383578668,17.466344495424398,0.0,0.0
