fecha,anio,mes,dia_semana,hora3,fallecidos,CANTIDAD DE LESIONADOS,CLASE SINIESTRO,CAUSA FACTOR PRINCIPAL,SUPERFICIE DE CALZADA,TIPO DE VÍA,RED VIAL,DEPARTAMENTO,PROVINCIA,DISTRITO,lat,lon,"('ruta',)",km_red
2021-11-15,2021,11,0,0,1,0,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AFIRMADO,CARRETERA,NACIONAL,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,-13.792394992816895,-73.36776668872947,PE-30B,150.91087116809533
2021-11-15,2021,11,0,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,CAJAMARCA,JAEN,JAEN,-5.780846072599503,-78.78300712393961,PE-5N,1377.7263634470664
2021-11-15,2021,11,0,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,,CARRETERA,NACIONAL,CUSCO,QUISPICANCHI,OCONGATE,-13.66458707670798,-71.32957751137612,PE-30C,64.33907983610989
2021-11-15,2021,11,0,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LA LIBERTAD,VIRU,VIRU,-8.408359,-78.815551,PE-1N,520.1698308105227
2021-11-15,2021,11,0,0,1,1,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ASFALTADA,CARRETERA,NACIONAL,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,-6.5047,-76.34368,PE-5NB,0.5339752327543472
2021-11-16,2021,11,1,0,2,2,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,HUAROCHIRI,RICARDO PALMA,-11.9141255,-76.614149,PE-22,45.82695777498769
2021-11-16,2021,11,1,0,2,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,LIMA,HUAURA,HUAURA,-11.061715,-77.554551,PE-1NE,3.6914446463690513
2021-11-16,2021,11,1,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AFIRMADO,CARRETERA,NACIONAL,CUSCO,CHUMBIVILCAS,SANTO TOMAS,-14.416293415833662,-72.08515990840874,PE-3SG,88.42903118532884
2021-11-16,2021,11,1,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,CUSCO,CANAS,KUNTURKANKI,-14.519610843746896,-71.29822375344027,PE-34G,1.3623430693569785
2021-11-17,2021,11,2,0,1,1,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,LURIN,-12.276698676526443,-76.88912629060971,PE-1S,30.11118576290675
2021-11-17,2021,11,2,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AFIRMADO,CARRETERA,NACIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.17477274507342,-78.491620090553,PE-08,177.4110334877342
2021-11-17,2021,11,2,0,2,2,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AFIRMADO,CARRETERA,NACIONAL,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,-7.821043,-78.052167,PE-3N,1100.121967020093
2021-11-17,2021,11,2,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,LA LIBERTAD,TRUJILLO,POROTO,-8.002149,-78.76972,PE-10A,35.498235037698365
2021-11-17,2021,11,2,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,CAMANA,SAMUEL PASTOR,-16.62827020553261,-72.6930890789305,PE-1S,835.5586934248248
2021-11-17,2021,11,2,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LA LIBERTAD,TRUJILLO,SALAVERRY,-8.25924,-78.931955,PE-1N,541.9195139117876
2021-11-18,2021,11,3,0,1,1,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,AZANGARO,POTONI,-14.3529749,-70.2682848,PE-34B,133.7836122130794
2021-11-18,2021,11,3,0,1,1,CHOQUE,EN PROCESO DE INVESTIGACIÓN,,CARRETERA,NACIONAL,LORETO,MAYNAS,PUNCHANA,-3.720411303265196,-73.2425450347904,PE-5NI,2.961607377787739
2021-11-18,2021,11,3,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,BARRANCA,SUPE,-10.791308617020889,-77.70925909555447,PE-1N,189.1387098777969
2021-11-18,2021,11,3,0,1,1,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,ISLAY,DEAN VALDIVIA,-17.1411545,-71.8357064,PE-1SD,132.42262742759334
2021-11-19,2021,11,4,0,1,0,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,CUSCO,LA CONVENCION,HUAYOPATA,-13.093662331396777,-72.38584510102147,PE-28B,537.4648337249971
2021-11-19,2021,11,4,0,1,0,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,-15.8920264,-71.1723788,PE-34A,154.79516105247947
2021-11-19,2021,11,4,0,3,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PIURA,SECHURA,SECHURA,-5.957526,-80.531208,PE-1N,906.5161944815716
2021-11-19,2021,11,4,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,HUANCAVELICA,HUAYTARA,PILPICHACA,-13.447842,-74.979233,PE-28A,177.45159863752386
2021-11-20,2021,11,5,0,1,3,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,HUANCAVELICA,CHURCAMPA,ANCO,-12.6737149,-74.5938041,PE-3S,272.93854852403985
2021-11-20,2021,11,5,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PASCO,PASCO,HUARIACA,-10.432468046334192,-76.19413896976683,PE-3N,168.10722889266003
2021-11-20,2021,11,5,0,1,2,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,CUSCO,LA CONVENCION,HUAYOPATA,-13.03181522295676,-72.47147570753424,PE-28B,508.8671434041966
2021-11-20,2021,11,5,0,3,3,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,CARABAYA,OLLACHEA,-13.85624105236558,-70.50906033566767,PE-34B,219.821415095404
2021-11-20,2021,11,5,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,LA LIBERTAD,PACASMAYO,GUADALUPE,-7.268483,-79.481162,PE-1N,697.1068369534985
2021-11-20,2021,11,5,0,1,1,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,ICA,ICA,PUEBLO NUEVO,-14.1152592,-75.717401,PE-1S,303.57567453792217
2021-11-21,2021,11,6,0,1,2,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,AREQUIPA,YURA,-16.0768203,-71.498348,PE-34A,102.28103088397106
2021-11-21,2021,11,6,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,SANTA ANITA,-12.054748568596857,-76.9747883993657,PE-1N,0.43715393977971
2021-11-21,2021,11,6,0,1,0,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,CAJAMARCA,JAEN,JAEN,-5.72867,-78.79662,PE-5N,1385.871368430655
2021-11-21,2021,11,6,0,1,0,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,-5.93185,-77.311865,PE-5N,1102.625799855653
2021-11-21,2021,11,6,0,1,1,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,SAN MARTIN DE PORRES,-12.023133862305114,-77.05883491680459,PE-1N,12.476747367846883
2021-11-21,2021,11,6,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,PUNO,CHUCUITO,-15.915259,-69.882214,PE-3S,1384.6379500180517
2021-11-21,2021,11,6,0,1,1,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,EL COLLAO,ILAVE,-16.120117,-69.6431889,PE-38A,78.83090475580454
2021-11-21,2021,11,6,0,1,0,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,-6.67677,-79.44425,PE-06A,56.56404790501711
2021-11-21,2021,11,6,0,1,0,CAÍDA DE PASAJERO,IMPRUDENCIA DEL PASAJERO/OCUPANTE,ASFALTADA,CARRETERA,NACIONAL,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,-13.653259,-73.512845,PE-3S,606.7199187678287
2021-11-21,2021,11,6,0,1,0,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,ICA,ICA,ICA,-14.050054741709207,-75.74768866124752,PE-1S,294.8165109189072
2021-11-21,2021,11,6,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,COMAS,-11.948593590159216,-77.07040605702021,PE-1N,20.79997788432376
2021-11-21,2021,11,6,0,1,0,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,CUSCO,CANCHIS,SAN PABLO,-14.208523296311345,-71.30307608103304,PE-3S,1102.2231273957057
2021-11-22,2021,11,0,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,BARRANCA,PATIVILCA,-10.701313305679356,-77.77938884946218,PE-1N,201.99386563855475
2021-11-24,2021,11,2,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LA LIBERTAD,ASCOPE,CHICAMA,-7.9131651,-79.1142003,PE-1N,594.9161507210496
2021-11-26,2021,11,4,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,HUAURA,SANTA MARIA,-11.087076,-77.583176,PE-1N,151.8897583436809
2021-11-26,2021,11,4,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,SAN ROMAN,JULIACA,-15.474065430197102,-70.1372390623389,PE-3S,1313.6888654811478
2021-11-26,2021,11,4,0,1,1,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,CARAVELI,CHAPARRA,-15.923091132318184,-74.11629154492239,PE-1S,634.0095290321171
2021-11-26,2021,11,4,0,1,0,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ASFALTADA,CARRETERA,NACIONAL,PUNO,SAN ROMAN,SAN MIGUEL,-15.4067364,-70.1510499,PE-3S,1306.8574784338443
2021-11-26,2021,11,4,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,LAMPA,CALAPUJA,-15.316983871125714,-70.2013545703828,PE-3S,1296.1272327101335
2021-11-27,2021,11,5,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,BARRANCA,SUPE,-10.80227534236085,-77.70341739914097,PE-1N,196.9797244212588
2021-11-27,2021,11,5,0,3,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,ICA,NASCA,EL INGENIO,-14.79576350848956,-75.01151937151305,PE-1S,435.3599036329417
2021-11-27,2021,11,5,0,1,1,VOLCADURA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,AREQUIPA,YURA,-16.2298412,-71.6631733,PE-34A,64.89594602253764
2021-11-27,2021,11,5,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,HUAURA,VEGUETA,-11.01178525978156,-77.60715901155308,PE-1N,160.98878904002643
2021-11-27,2021,11,5,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PIURA,PIURA,CASTILLA,-5.144498,-80.453441,PE-1NJ,247.1081443967775
2021-11-27,2021,11,5,0,1,2,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,HUANUCO,HUANUCO,CHINCHAO,-9.714798,-76.093146,PE-18A,47.52904827214542
2021-11-28,2021,11,6,0,1,0,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,HUARAL,CHANCAY,-11.59467336960713,-77.25587577000407,PE-1N,78.35085531115139
2021-11-28,2021,11,6,0,1,0,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AFIRMADO,CARRETERA,NACIONAL,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,-8.125711,-78.037049,PE-3N,951.0937434064924
2021-11-28,2021,11,6,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,INDEPENDENCIA,-11.985648529695183,-77.06467143077859,PE-1N,16.596730704883637
2021-11-28,2021,11,6,0,1,0,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,ICA,NASCA,NASCA,-14.829565,-74.943561,PE-1S,443.7412732567329
2021-11-28,2021,11,6,0,1,3,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,ICA,NASCA,NASCA,-14.877768,-74.993321,PE-1S,452.026463368565
2021-11-28,2021,11,6,0,1,2,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,ICA,PISCO,PARACAS,-13.8884303,-76.1007584,PE-1S,248.0947984335388
2021-11-28,2021,11,6,0,1,1,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,SAN MARTIN,MOYOBAMBA,CALZADA,-6.037476,-77.123668,PE-5N,1075.203405471949
2021-11-29,2021,11,0,0,1,0,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,SAN ROMAN,JULIACA,-15.4468199,-70.1415445,PE-3S,1311.24138562269
2021-11-29,2021,11,0,0,1,0,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,ICA,ICA,PUEBLO NUEVO,-14.108721,-75.718157,PE-1S,302.8479966860125
2021-11-29,2021,11,0,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PIURA,PIURA,CASTILLA,-5.223012,-80.628987,PE-1NJ,258.98356266752535
2021-11-29,2021,11,0,0,1,0,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,-3.86861030979828,-80.82938784263142,PE-1N,1219.4512933366973
2021-12-01,2021,12,2,0,2,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,CUSCO,QUISPICANCHI,OROPESA,-13.595791849235129,-71.78020456935981,PE-3S,995.8072391478966
2021-12-02,2021,12,3,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,TUMBES,TUMBES,LA CRUZ,-3.6307421369780535,-80.57235174136059,PE-1N,1262.6316508039442
2021-12-02,2021,12,3,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-6.1537335,-79.7078371,PE-1NJ,65.66504957284485
2021-12-03,2021,12,4,0,1,0,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,-6.127369,-76.843872,PE-5N,1038.0022051425694
2021-12-03,2021,12,4,0,1,3,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PIURA,PIURA,CASTILLA,-5.157905,-80.498647,PE-1NJ,252.36172181556967
2021-12-03,2021,12,4,0,2,1,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AFIRMADO,CARRETERA,NACIONAL,APURIMAC,ANDAHUAYLAS,HUANCARAMA,-13.641459,-73.097459,PE-3S,711.7926142683125
2021-12-05,2021,12,6,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,EMPEDRADO,CARRETERA,NACIONAL,LIMA,LIMA,ATE,-12.012510749146264,-76.87878810644341,PE-22,13.277108969464193
2021-12-05,2021,12,6,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,,CARRETERA,NACIONAL,CUSCO,ANTA,ANTA,-13.49562146800394,-72.18019619222027,PE-3S,941.2107308497962
2021-12-05,2021,12,6,0,1,3,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,LIMA,HUARAL,AUCALLAMA,-11.569692,-77.202781,PE-20C,3.765586209804962
2021-12-05,2021,12,6,0,1,0,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,ASFALTADA,CARRETERA,NACIONAL,PUNO,EL COLLAO,SANTA ROSA,-16.643848210040442,-69.71485007913589,PE-38A,10.558318522233176
2021-12-05,2021,12,6,0,1,1,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,ICA,PALPA,SANTA CRUZ,-14.50349,-75.256953,PE-1S,378.42449248601656
2021-12-05,2021,12,6,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,ATE,-12.072798427511898,-76.97388851495127,PE-1S,1.6585641907898667
2021-12-05,2021,12,6,0,1,2,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,CAYLLOMA,MAJES,-16.538482051303,-72.51726972660755,PE-1S,868.232686496373
2021-12-05,2021,12,6,0,1,3,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,HUANCAVELICA,HUAYTARA,HUAYTARA,-13.6038446,-75.3175364,PE-28A,121.93832903413112
2021-12-05,2021,12,6,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PIURA,SECHURA,SECHURA,-5.56417321160881,-80.8218015616626,PE-1NK,48.50405336060853
2021-12-05,2021,12,6,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,BARRANCA,SUPE,-10.829079376898283,-77.70009623782502,PE-1N,189.75589299813927
2021-12-06,2021,12,0,0,1,0,ATROPELLO FUGA,IMPRUDENCIA DEL PEATÓN,ASFALTADA,CARRETERA,NACIONAL,CUSCO,ANTA,ANCAHUASI,-13.459905961050266,-72.29229923407908,PE-3S,927.6807160364688
2021-12-06,2021,12,0,0,1,0,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ASFALTADA,CARRETERA,NACIONAL,PUNO,AZANGARO,SAN ANTON,-14.430196,-70.2589258,PE-34B,123.687136077314
2021-12-06,2021,12,0,0,1,0,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ASFALTADA,CARRETERA,NACIONAL,ANCASH,HUARAZ,HUARAZ,-9.5631808,-77.5390986,PE-3N,576.0474556522252
2021-12-07,2021,12,1,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,CHACLACAYO,-11.985720245080582,-76.80978528061422,PE-22,20.234701665132214
2021-12-07,2021,12,1,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,CALLAO,CALLAO,CALLAO,-11.972424576844084,-77.1248169387054,PE-20,16.751529151509413
2021-12-07,2021,12,1,0,1,0,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,CONCRETO,CARRETERA,NACIONAL,CALLAO,CALLAO,CALLAO,-12.038259793695234,-77.12717963582398,PE-20,12.638885964148564
2021-12-08,2021,12,2,0,1,0,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PASCO,PASCO,VICCO,-10.810985467282697,-76.23864765339725,PE-20A,219.9868002151763
2021-12-08,2021,12,2,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LAMBAYEQUE,CHICLAYO,PIMENTEL,-6.751879484350171,-79.8676442770372,PE-1N,786.6631875352574
2021-12-08,2021,12,2,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,UCAYALI,CORONEL PORTILLO,YARINACOCHA,-8.40977,-74.650205,PE-18C,71.90242849435515
2021-12-08,2021,12,2,0,1,0,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,-6.42122732,-76.291237,PE-5NB,29.6907008102739
2021-12-09,2021,12,3,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PUNO,PUNO,PAUCARCOLLA,-15.752785753272578,-70.05233133972958,PE-3S,1349.3814775448093
2021-12-09,2021,12,3,0,1,2,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,-13.611073,-73.575278,PE-3S,585.949087589441
2021-12-10,2021,12,4,0,1,0,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ASFALTADA,CARRETERA,NACIONAL,PUNO,EL COLLAO,ILAVE,-16.08053640545883,-69.65219393210701,PE-3S,1415.692992791165
2021-12-10,2021,12,4,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,AREQUIPA,LA JOYA,-16.569711312640678,-71.8303789791813,PE-1S,972.999785089606
2021-12-10,2021,12,4,0,1,2,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,LA LIBERTAD,TRUJILLO,HUANCHACO,-8.002536,-79.071728,PE-1N,583.8553711698039
2021-12-10,2021,12,4,0,1,0,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,BARRANCA,SUPE,-10.858267596199711,-77.69031756830302,PE-1N,181.6222745539669
2021-12-10,2021,12,4,0,1,1,DESPISTE,EN PROCESO DE INVESTIGACIÓN,AFIRMADO,CARRETERA,NACIONAL,PIURA,AYABACA,AYABACA,-4.654003900781257,-79.73730502191634,PE-1NT,82.0359884494635
2021-12-11,2021,12,5,0,1,2,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PIURA,SULLANA,QUERECOTILLO,-4.836912863178541,-80.65014654787663,PE-1NN,8.684662944894363
2021-12-11,2021,12,5,0,1,7,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,VILLA EL SALVADOR,-12.1951485,-76.9727995,PE-1S,15.831500014359069
2021-12-12,2021,12,6,0,1,0,CAÍDA DE PASAJERO,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,SAN ROMAN,JULIACA,-15.466688,-70.138269,PE-3S,1313.1932064612893
2021-12-12,2021,12,6,0,1,0,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,CALLAO,CALLAO,CALLAO,-12.041565034775047,-77.10440847210458,PE-20B,5.683493650901887
2021-12-12,2021,12,6,0,1,0,ATROPELLO,IMPRUDENCIA DEL PEATÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,HUAURA,HUACHO,-11.306502113545593,-77.48817080324059,PE-1N,123.65461481524902
2021-12-12,2021,12,6,0,2,0,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LA LIBERTAD,OTUZCO,SALPO,-8.018895,-78.715078,PE-10A,43.232455755013184
2021-12-12,2021,12,6,0,1,0,DESPISTE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,PIURA,PIURA,PIURA,-5.11873130880967,-80.7018813777461,PE-1N,1006.740044438104
2021-12-12,2021,12,6,0,4,16,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,HUANCANE,PUSI,-15.40756,-70.0659119,PE-34H,11.261151872084488
2021-12-13,2021,12,0,0,2,0,DESPISTE,INFRAESTRUCTURA Y ENTORNO VIAL,ASFALTADA,CARRETERA,NACIONAL,AYACUCHO,CANGALLO,PARAS,-13.333705,-74.597611,PE-28A,256.05677901832763
2021-12-13,2021,12,0,0,1,0,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,LA LIBERTAD,VIRU,VIRU,-8.423766875656197,-78.78223717052951,PE-1N,515.9798991181267
2021-12-13,2021,12,0,0,1,0,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,BARRANCA,SUPE,-10.787009620009208,-77.7128743936837,PE-1N,189.75826289299485
2021-12-14,2021,12,1,0,1,0,CHOQUE,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,LIMA,LIMA,LOS OLIVOS,-11.954954,-77.084784,PE-20F,3.41312465659024
2021-12-15,2021,12,2,0,1,0,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,ASFALTADA,CARRETERA,NACIONAL,PUNO,SANDIA,CUYOCUYO,-14.441577221899978,-69.53008537150941,PE-34H,199.31257278923007
2021-12-15,2021,12,2,0,1,3,CHOQUE FUGA,EN PROCESO DE INVESTIGACIÓN,ASFALTADA,CARRETERA,NACIONAL,AREQUIPA,ISLAY,ISLAY,-16.921667,-72.053889,PE-34,39.44105822540264
