id,ruta,km0,km1,region,siniestros,fallecidos,onsv_n,sutran_n,ositran_n,siniestros_km,pred_km,eb_km,exceso_eb,exceso_relativo,p95_region,fuente_dominante,criterios,lat,lon
1688,PE-22,135.384,138.723,SIERRA,23,3000000010000005,3,20,0,6.888289907157776,6.888289907157776,6.888289907157776,0.0,0.0,5.026490400963105,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-11.598040580999909,-76.15882492049991
1705,PE-3S,105.92,106.332,SIERRA,5,10000,0,5,0,12.135922330097324,12.135922330097324,12.135922330097324,0.0,0.0,5.026490400963105,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-11.939034552999942,-75.30665686099991
1774,PE-5N,39.98,40.812,SELVA,3,1,0,2,1,3.6057692307692277,3.6057692307692277,3.6057692307692277,0.0,0.0,3.547021890759571,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-10.735453104999948,-75.26763414149991
1861,PE-1S,971.637,974.519,SIERRA,17,2,2,6,9,5.898681471200429,5.898681471200429,5.898681471200429,0.0,0.0,5.026490400963105,OSITRAN,"{'p95': True, 'eb': False, 'residual': False}",-16.570231620499925,-71.83087336199992
1910,PE-22A,0.0,0.226,COSTA,4,0,0,4,0,17.699115044247787,17.699115044247787,17.699115044247787,0.0,0.0,12.478043810208932,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-12.676611300999925,-76.65036398549992
1980,PE-5N,638.95,639.108,SELVA,4,0,0,4,0,25.31645569621827,25.31645569621827,25.31645569621827,0.0,0.0,3.547021890759571,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-8.186468884999925,-76.51871024049993
2045,PE-28B,137.512,138.522,SELVA,4,0,0,4,0,3.960396039603996,3.960396039603996,3.960396039603996,0.0,0.0,3.547021890759571,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-12.719762779499916,-73.88672654699994
2046,PE-28B,115.689,116.924,SIERRA,9,10000,0,9,0,7.28744939271247,7.28744939271247,7.28744939271247,0.0,0.0,5.026490400963105,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-12.755509939499916,-73.99001134549994
2083,PE-22,75.92,76.448,SIERRA,3,0,0,3,0,5.681818181818272,5.681818181818272,5.681818181818272,0.0,0.0,5.026490400963105,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-11.846196599999928,-76.38839586199992
2221,PE-1NA,0.0,0.58,COSTA,8,2,2,0,6,13.793103448275863,13.793103448275863,13.793103448275863,0.0,0.0,12.478043810208932,OSITRAN,"{'p95': True, 'eb': False, 'residual': False}",-11.779317122999911,-77.15883166299992
2286,PE-28B,173.634,174.184,SELVA,3,0,0,3,0,5.454545454545342,5.454545454545342,5.454545454545342,0.0,0.0,3.547021890759571,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-12.619178397999946,-73.78790560449991
2332,PE-1N,5.809,7.877,COSTA,34,1000020,18,8,8,16.441005802707934,16.441005802707934,16.441005802707934,0.0,0.0,12.478043810208932,ONSV,"{'p95': True, 'eb': False, 'residual': False}",-12.038756613999936,-77.01759955649993
2359,PE-1N,22.738,22.741,COSTA,4,0,0,4,0,1333.3333333332828,1333.3333333332828,1333.3333333332828,0.0,0.0,12.478043810208932,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-11.93122800699993,-77.07229383299992
2383,PE-1N,21.715,22.367,COSTA,12,10,8,2,2,18.404907975460095,18.404907975460095,18.404907975460095,0.0,0.0,12.478043810208932,ONSV,"{'p95': True, 'eb': False, 'residual': False}",-11.937445269499932,-77.07170407599992
2406,PE-18C,25.156,26.292,SELVA,10,100000000,0,10,0,8.802816901408429,8.802816901408429,8.802816901408429,0.0,0.0,3.547021890759571,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-8.644920348999932,-74.96146086199994
2426,PE-10A,83.483,90.996,SIERRA,72,0,0,0,72,9.583388792759228,9.583388792759228,9.583388792759228,0.0,0.0,5.026490400963105,OSITRAN,"{'p95': True, 'eb': False, 'residual': False}",-7.990368214999933,-78.52680866649993
2453,PE-10A,90.996,96.316,SIERRA,52,0,0,1,51,9.774436090225551,9.774436090225551,9.774436090225551,0.0,0.0,5.026490400963105,OSITRAN,"{'p95': True, 'eb': False, 'residual': False}",-8.001101974499932,-78.49764427599993
2454,PE-1N,3.2,4.187,COSTA,22,108,7,11,4,22.289766970618032,22.289766970618032,22.289766970618032,0.0,0.0,12.478043810208932,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-12.032100967999952,-76.99256841499994
2457,PE-20,7.961,8.073,COSTA,4,10,0,4,0,35.71428571428568,35.71428571428568,35.71428571428568,0.0,0.0,12.478043810208932,SUTRAN,"{'p95': True, 'eb': False, 'residual': False}",-11.997337467499932,-77.12627919399992
