slug,ranking,km,minutos,score_km_penalizado,n_accidentes_hist,n_alertas_vivas,perfil_promedio,pred_siniestros_km,pred_cobertura_pct
Trujillo_Chiclayo,,,,6.8282,293,0,7.593937499999998,0.937,32.3
