slug,ranking,km,minutos,score_km_penalizado,n_accidentes_hist,n_alertas_vivas,perfil_promedio,pred_siniestros_km,pred_cobertura_pct
Lima_Huancayo,,,,11.2664,500,0,12.815322033898306,0.6807,40.5
